Location Name,Latitude,Longitude,Provider,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps,Minimum Latency,Test Count,Sample Count,Device Count
"Daraga, Albay, Philippines",13.12278,123.69588,Globe,27923,11043,27.92,11.04,38,13,6,8
"Maramag, Bukidnon, Philippines",7.82687,124.97271,Smart,86981,15213,86.98,15.21,29,13,4,6
"Catarman, Northern Samar, Philippines",12.44271,124.61927,Globe,13306,2044,13.31,2.04,44,13,5,8
"Bombon, Camarines Sur, Philippines",13.68199,123.20823,DITO,10407,264,10.41,0.26,32,13,2,2
"Hinigaran, Negros Occidental, Philippines",10.27479,122.92123,Globe,11316,3476,11.32,3.48,31,13,3,6
"Rodriguez, Rizal, Philippines",14.73202,121.14516,DITO,12052,6385,12.05,6.39,29,12,5,6
"Limay, Bataan, Philippines",14.53661,120.56245,Globe,26225,3113,26.23,3.11,29,12,5,5
"City of Catbalogan, Samar, Philippines",11.85683,124.88449,Smart,60603,13102,60.60,13.10,23,12,2,3
"Nasipit, Agusan Del Norte, Philippines",8.93971,125.32468,Smart,167695,12327,167.70,12.33,16,12,2,3
"Calinog, Iloilo, Philippines",11.14579,122.51464,Globe,10485,2736,10.49,2.74,30,12,5,9
"Hagonoy, Davao del Sur, Philippines",6.69701,125.3137,DITO,24512,9001,24.51,9.00,39,12,1,1
"Samal, Davao del Norte, Philippines",7.08352,125.70578,DITO,8449,1685,8.45,1.69,43,12,5,6
"Atimonan, Quezon, Philippines",13.96507,121.87903,Globe,61718,17295,61.72,17.30,22,12,2,2
"Maitum, Sarangani, Philippines",6.12408,124.48636,Smart,37630,8199,37.63,8.20,31,12,6,8
"Santo Tomas, Davao del Norte, Philippines",7.50929,125.63142,DITO,11827,4555,11.83,4.56,70,12,3,5
"Sorsogon City, Sorsogon, Philippines",12.97888,123.98477,DITO,56812,1841,56.81,1.84,28,12,4,8
"Bangued, Abra, Philippines",17.58818,120.63149,Globe,19079,8476,19.08,8.48,30,12,5,10
"Rosario, Cavite, Philippines",14.41672,120.85471,Globe,36791,6970,36.79,6.97,20,12,8,10
"Pandi, Bulacan, Philippines",14.87572,120.95941,Globe,125081,17546,125.08,17.55,22,12,6,9
"Ozamiz, Misamis Occidental, Philippines",8.15,123.85033,Globe,12336,8064,12.34,8.06,41,12,6,8
"Calaca, Batangas, Philippines",13.93129,120.80724,Smart,21919,726,21.92,0.73,24,12,3,6
"Balayan, Batangas, Philippines",13.94995,120.72973,Smart,18051,8611,18.05,8.61,20,12,4,6
"Laoang, Northern Samar, Philippines",12.50219,125.01679,Globe,11181,10074,11.18,10.07,45,12,5,5
"Kabankalan City, Negros Occidental, Philippines",9.91341,122.85358,DITO,30015,1345,30.02,1.35,47,12,5,9
"Goa, Camarines Sur, Philippines",13.73619,123.41593,Globe,51704,13504,51.70,13.50,24,12,2,4
"Navotas, Metro Manila, Philippines",14.65819,120.94743,Globe,35290,3508,35.29,3.51,13,12,4,8
"Agoo, La Union, Philippines",16.3247,120.35508,Globe,9964,4356,9.96,4.36,26,11,1,5
"Iriga City, Camarines Sur, Philippines",13.42095,123.41361,DITO,25707,10010,25.71,10.01,26,11,1,4
"Opol, Misamis Oriental, Philippines",8.52263,124.57239,Globe,19360,2406,19.36,2.41,27,11,4,8
"City of Batac, Ilocos Norte, Philippines",18.04961,120.59698,Globe,19938,7587,19.94,7.59,23,11,3,5
"Bangued, Abra, Philippines",17.58818,120.63149,Smart,50294,1283,50.29,1.28,34,11,2,2
"Quezon, Bukidnon, Philippines",7.71645,125.17087,Smart,44066,1573,44.07,1.57,21,11,3,5
"Tayug, Pangasinan, Philippines",16.01085,120.74649,Globe,17141,3211,17.14,3.21,19,11,1,1
"San Juan, Batangas, Philippines",13.75044,121.37703,Smart,34315,5144,34.32,5.14,19,11,5,5
"San Isidro, Surigao del Norte, Philippines",9.94746,126.07847,Globe,9433,13755,9.43,13.76,39,11,2,3
"Bauang, La Union, Philippines",16.51433,120.35508,Smart,81607,4341,81.61,4.34,15,11,6,7
"Isabela, Basilan, Philippines",6.70387,121.9799,Globe,12722,8770,12.72,8.77,46,11,5,8
"Kapatagan, Lanao del Norte, Philippines",7.86776,123.72942,DITO,54489,5141,54.49,5.14,39,11,3,4
"San Pascual, Batangas, Philippines",13.81044,121.02204,Smart,266218,43890,266.22,43.89,16,11,4,8
"Kalibo, Aklan, Philippines",11.70734,122.36986,Globe,12186,3762,12.19,3.76,37,11,6,8
"Ormoc City, Leyte, Philippines",11.03843,124.61927,Globe,11696,3097,11.70,3.10,30,11,7,10
"Teresa, Rizal, Philippines",14.5597,121.20593,Smart,43407,16705,43.41,16.71,13,11,4,8
"Floridablanca, Pampanga, Philippines",14.9619,120.49471,Globe,17137,3018,17.14,3.02,29,11,5,7
"Bocaue, Bulacan, Philippines",14.7943,120.93073,Globe,36932,2708,36.93,2.71,16,11,4,10
"Angono, Rizal, Philippines",14.52592,121.15321,Globe,31210,9350,31.21,9.35,15,11,7,9
"Naic, Cavite, Philippines",14.29649,120.79246,Smart,34931,10791,34.93,10.79,18,11,3,8
"Lubao, Pampanga, Philippines",14.92678,120.58795,Globe,36320,8834,36.32,8.83,26,11,4,9
"Alfonso, Cavite, Philippines",14.1214,120.86138,Globe,34274,20375,34.27,20.38,21,11,7,10
"Talisay, Negros Occidental, Philippines",10.74828,122.98012,DITO,36318,4348,36.32,4.35,45,11,4,6
"Calasiao, Pangasinan, Philippines",16.00949,120.35759,Smart,78617,16989,78.62,16.99,16,11,3,5
"Subic Bay Freeport Zone, Philippines",14.80319,120.30033,Globe,35743,14504,35.74,14.50,11,11,2,8
"Bambang, Nueva Vizcaya, Philippines",16.40415,121.10229,Globe,29264,16263,29.26,16.26,23,11,4,8
"Cotabato City, Maguindanao, Philippines",7.20467,124.23104,Smart,62452,4279,62.45,4.28,24,11,5,8
"City of Baybay, Leyte, Philippines",10.66858,124.80409,Globe,17779,5405,17.78,5.41,35,11,4,7
"Sibalom, Antique, Philippines",10.76502,122.06102,Smart,216665,13135,216.67,13.14,20,11,2,4
"Lakewood, Zamboanga del Sur, Philippines",7.88264,123.1464,Globe,7922,3018,7.92,3.02,34,11,2,3
"Cauayan, Negros Occidental, Philippines",9.92601,122.5599,DITO,1576,1064,1.58,1.06,113,11,2,4
"General Luna, Surigao del Norte, Philippines",9.78375,126.15657,Smart,93971,5206,93.97,5.21,26,11,2,5
"City of Cabadbaran, Agusan Del Norte, Philippines",9.14092,125.697,Smart,114969,4280,114.97,4.28,25,11,3,4
"Opol, Misamis Oriental, Philippines",8.52263,124.57239,Smart,11926,9499,11.93,9.50,22,10,3,6
"Bacolor, Pampanga, Philippines",14.99692,120.65235,Smart,89746,5113,89.75,5.11,15,10,7,9
"Cauayan City, Isabela, Philippines",16.91662,121.78792,Smart,147014,8960,147.01,8.96,29,10,6,6
"Imelda, Zamboanga Sibugay, Philippines",7.62787,122.95503,Globe,11740,542,11.74,0.54,60,10,3,4
"Santa Ana, Cagayan, Philippines",18.36702,122.22001,Globe,61001,16879,61.00,16.88,30,10,4,4
"Bayombong, Nueva Vizcaya, Philippines",16.48042,121.14813,Smart,27913,5551,27.91,5.55,33,10,2,7
"Pozorrubio, Pangasinan, Philippines",16.11642,120.54316,Smart,29346,4969,29.35,4.97,19,10,3,3
"Malaybalay City, Bukidnon, Philippines",8.15775,125.17087,Smart,25948,11624,25.95,11.62,24,10,4,8
"Alabel, Sarangani, Philippines",6.10416,125.28792,Globe,19646,4096,19.65,4.10,48,10,2,3
"Bauan, Batangas, Philippines",13.79627,120.97616,Globe,34582,7507,34.58,7.51,16,10,3,6
"San Manuel, Pangasinan, Philippines",16.10561,120.67751,Globe,14441,13935,14.44,13.94,26,10,1,1
"Pulilan, Bulacan, Philippines",14.90243,120.8459,Smart,152669,12881,152.67,12.88,15,10,6,9
"Oton, Iloilo, Philippines",10.69251,122.47868,Globe,11677,9358,11.68,9.36,32,10,6,8
"Penaranda, Nueva Ecija, Philippines",15.36229,121.02204,Smart,89876,5706,89.88,5.71,25,10,4,5
"Tuguegarao City, Cagayan, Philippines",17.60306,121.75374,DITO,36461,8336,36.46,8.34,27,10,6,7
"Guagua, Pampanga, Philippines",14.96374,120.63244,Smart,61284,2661,61.28,2.66,24,10,6,7
"Siaton, Negros Oriental, Philippines",9.12425,123.03388,Globe,8585,2740,8.59,2.74,46,10,3,4
"Gingoog City, Misamis Oriental, Philippines",8.81446,125.10406,Globe,19976,6555,19.98,6.56,26,10,3,5
"Agno, Pangasinan, Philippines",16.10329,119.81208,Globe,56517,14167,56.52,14.17,18,10,3,4
"Laoag City, Ilocos Norte, Philippines",18.21075,120.58547,Globe,12010,8245,12.01,8.25,31,10,4,7
"Maco, Davao de Oro, Philippines",7.40845,125.937,Smart,27199,4560,27.20,4.56,28,10,4,6
"Bocaue, Bulacan, Philippines",14.7943,120.93073,DITO,17130,2621,17.13,2.62,30,10,4,7
"Candelaria, Quezon, Philippines",13.94899,121.42276,Globe,85484,10072,85.48,10.07,20,10,2,6
"City of Cabadbaran, Agusan Del Norte, Philippines",9.14092,125.697,Globe,11109,543,11.11,0.54,26,10,1,3
"Samal, Davao del Norte, Philippines",7.08352,125.70578,Globe,41491,15804,41.49,15.80,36,10,3,7
"Cabugao, Ilocos Sur, Philippines",17.78518,120.47033,Globe,50250,18779,50.25,18.78,24,10,1,1
"Santa Cruz, Laguna, Philippines",14.26911,121.41133,DITO,42711,4742,42.71,4.74,26,10,4,6
"Sogod, Southern Leyte, Philippines",10.44929,125.01679,Smart,26965,2244,26.97,2.24,24,10,3,4
"Salvador Benedicto, Negros Occidental, Philippines",10.5887,123.23632,Smart,61036,3363,61.04,3.36,21,10,5,6
"Taytay, Palawan, Philippines",10.66876,119.46436,DITO,22638,3130,22.64,3.13,61,10,2,2
"Orani, Bataan, Philippines",14.80086,120.53616,DITO,16901,1730,16.90,1.73,29,10,4,5
"Parang, Maguindanao, Philippines",7.34766,124.2755,Globe,8031,7748,8.03,7.75,29,10,2,2
"Calatagan, Batangas, Philippines",13.88203,120.6545,Smart,29242,990,29.24,0.99,25,10,4,4
"Candelaria, Quezon, Philippines",13.94899,121.42276,Smart,17472,5394,17.47,5.39,19,10,3,3
"Jasaan, Misamis Oriental, Philippines",8.65161,124.78513,DITO,51884,15320,51.88,15.32,35,10,3,4
"Obando, Bulacan, Philippines",14.70986,120.93674,Globe,49150,15557,49.15,15.56,29,10,4,4
"Solano, Nueva Vizcaya, Philippines",16.51774,121.18012,Smart,71232,5820,71.23,5.82,37,10,3,6
"Talavera, Nueva Ecija, Philippines",15.58575,120.9197,Globe,67998,13339,68.00,13.34,20,10,6,6
"Barobo, Surigao del Sur, Philippines",8.52615,126.0676,Smart,111466,3403,111.47,3.40,59,10,1,1
"General Mariano Alvarez, Cavite, Philippines",14.29525,121.0071,Smart,89379,2186,89.38,2.19,28,10,4,5
"Pateros, Metro Manila, Philippines",14.54838,121.07077,Globe,129155,13961,129.16,13.96,13,10,6,7
"Rosario, Batangas, Philippines",13.80433,121.28552,Smart,30839,4476,30.84,4.48,22,10,4,6
"Digos, Davao del Sur, Philippines",6.74347,125.35515,DITO,18234,3862,18.23,3.86,39,10,5,7
"Rosales, Pangasinan, Philippines",15.86126,120.63149,DITO,29099,3676,29.10,3.68,23,10,2,3
"Hinigaran, Negros Occidental, Philippines",10.27479,122.92123,Smart,178154,31381,178.15,31.38,16,10,1,3
"San Francisco, Agusan del Sur, Philippines",8.44573,125.95878,Smart,61438,13092,61.44,13.09,18,10,3,5
"Vigan City, Ilocos Sur, Philippines",17.56485,120.38781,Globe,9804,1237,9.80,1.24,28,10,3,6
"Mariveles, Bataan, Philippines",14.4354,120.49003,Smart,53115,13615,53.12,13.62,27,9,6,8
"Nabas, Aklan, Philippines",11.85171,122.02692,Smart,26759,11366,26.76,11.37,39,9,4,7
"City of Batac, Ilocos Norte, Philippines",18.04961,120.59698,Smart,23731,4769,23.73,4.77,35,9,3,6
"Bugallon, Pangasinan, Philippines",15.92022,120.18202,DITO,38097,7357,38.10,7.36,29,9,2,2
"City of Mati, Davao Oriental, Philippines",6.95722,126.15454,DITO,7867,913,7.87,0.91,55,9,1,5
"Balangiga, Eastern Samar, Philippines",11.20922,125.36857,Globe,31531,7604,31.53,7.60,28,9,1,1
"Guinobatan, Albay, Philippines",13.15419,123.55041,Globe,88689,1893,88.69,1.89,28,9,1,3
"Paniqui, Tarlac, Philippines",15.66603,120.53942,Globe,26067,7620,26.07,7.62,18,9,2,4
"Maasin, Iloilo, Philippines",10.9199,122.42407,Smart,56141,2326,56.14,2.33,24,9,3,4
"Abucay, Bataan, Philippines",14.73361,120.49336,Smart,16037,1109,16.04,1.11,29,9,4,4
"Limay, Bataan, Philippines",14.53661,120.56245,DITO,19868,5239,19.87,5.24,37,9,2,3
"San Jose, Occidental Mindoro, Philippines",12.40119,121.10229,Smart,26256,2005,26.26,2.01,24,9,2,6
"San Mariano, Isabela, Philippines",16.87828,122.12918,Globe,53,16,0.05,0.02,201,9,1,1
"Lemery, Batangas, Philippines",13.95318,120.88434,Smart,20613,7328,20.61,7.33,17,9,3,4
"Floridablanca, Pampanga, Philippines",14.9619,120.49471,DITO,61780,6056,61.78,6.06,33,9,5,6
"Bacolor, Pampanga, Philippines",14.99692,120.65235,Globe,30929,7806,30.93,7.81,21,9,2,9
"Sariaya, Quezon, Philippines",13.96301,121.52388,Globe,59175,8682,59.18,8.68,27,9,2,5
"Morong, Rizal, Philippines",14.51286,121.23855,Globe,160928,26663,160.93,26.66,15,9,3,4
"Sipalay City, Negros Occidental, Philippines",9.71979,122.49201,Globe,10088,7566,10.09,7.57,29,9,1,3
"Bayang, Lanao del Sur, Philippines",7.74075,124.20881,Globe,5436,3626,5.44,3.63,55,9,1,1
"Isabela, Basilan, Philippines",6.70387,121.9799,Smart,15036,708,15.04,0.71,34,9,3,3
"Asturias, Cebu, Philippines",10.60209,123.77412,Globe,13516,3995,13.52,4.00,36,9,3,3
"Oas, Albay, Philippines",13.14041,123.37106,Smart,33754,3651,33.75,3.65,20,9,6,7
"Guiuan, Eastern Samar, Philippines",10.79308,125.68607,Globe,14947,8705,14.95,8.71,34,9,4,4
"Capas, Tarlac, Philippines",15.34633,120.59344,Globe,10622,4079,10.62,4.08,24,9,2,5
"Castillejos, Zambales, Philippines",14.94382,120.19357,Smart,33865,2325,33.87,2.33,30,9,3,8
"Nabua, Camarines Sur, Philippines",13.4069,123.37324,DITO,23313,3103,23.31,3.10,27,9,6,6
"Sison, Pangasinan, Philippines",16.14981,120.59698,Smart,18381,2790,18.38,2.79,27,9,1,1
"Puerto Galera, Oriental Mindoro, Philippines",13.44475,120.91878,Globe,17555,6224,17.56,6.22,25,9,4,7
"Balanga City, Bataan, Philippines",14.67454,120.47033,DITO,36362,7006,36.36,7.01,26,9,4,5
"Pulilan, Bulacan, Philippines",14.90243,120.8459,DITO,15347,9795,15.35,9.80,27,9,5,8
"Numancia, Aklan, Philippines",11.71767,122.33909,Smart,50116,1718,50.12,1.72,56,9,1,1
"Indang, Cavite, Philippines",14.19204,120.87286,Globe,15446,8586,15.45,8.59,17,9,1,4
"San Dionisio, Iloilo, Philippines",11.32418,123.06765,DITO,8902,5744,8.90,5.74,40,9,1,1
"Moalboal, Cebu, Philippines",9.93681,123.42714,Globe,28816,11660,28.82,11.66,39,9,4,8
"Navotas, Metro Manila, Philippines",14.65819,120.94743,DITO,149160,4082,149.16,4.08,16,9,4,5
"San Jose de Buenavista, Antique, Philippines",10.74901,121.94128,DITO,15720,3372,15.72,3.37,42,9,2,7
"Polangui, Albay, Philippines",13.29368,123.48542,Smart,252985,31103,252.99,31.10,19,9,2,6
"Ilagan City, Isabela, Philippines",17.12845,122.12918,Smart,35867,5507,35.87,5.51,27,9,3,3
"San Miguel, Bulacan, Philippines",15.14158,120.9751,Smart,93811,8530,93.81,8.53,20,9,4,8
"Dilasag, Aurora, Philippines",16.46212,122.12918,Globe,23626,12902,23.63,12.90,23,9,1,1
"Caluya, Antique, Philippines",12.01176,121.38847,Smart,15100,957,15.10,0.96,39,9,2,6
"Passi City, Iloilo, Philippines",11.1688,122.65035,Smart,178481,28366,178.48,28.37,19,9,2,3
"Barotac Nuevo, Iloilo, Philippines",10.89705,122.69526,DITO,21100,226,21.10,0.23,47,9,4,4
"Manolo Fortich, Bukidnon, Philippines",8.39002,124.88449,Smart,11872,2776,11.87,2.78,22,9,4,5
"San Jose, Occidental Mindoro, Philippines",12.40119,121.10229,Globe,17917,8574,17.92,8.57,21,9,3,9
"Arayat, Pampanga, Philippines",15.15443,120.771,Smart,16949,11021,16.95,11.02,29,9,2,4
"Aloguinsan, Cebu, Philippines",10.19171,123.56161,Globe,12129,13000,12.13,13.00,38,8,3,3
"Vigan City, Ilocos Sur, Philippines",17.56485,120.38781,DITO,335129,14163,335.13,14.16,40,8,4,8
"Ligao City, Albay, Philippines",13.17242,123.4944,Smart,17058,3847,17.06,3.85,22,8,4,6
"Santa Catalina, Negros Oriental, Philippines",9.28676,122.94377,Smart,21120,4498,21.12,4.50,24,8,2,2
"Santa Fe, Cebu, Philippines",11.16913,123.79088,Smart,91960,4420,91.96,4.42,18,8,2,6
"Hermosa, Bataan, Philippines",14.83566,120.47709,Smart,35754,7252,35.75,7.25,25,8,2,5
"Lugait, Misamis Oriental, Philippines",8.34801,124.2755,Globe,9175,7646,9.18,7.65,29,8,1,2
"Leon, Iloilo, Philippines",10.82086,122.34476,Smart,38184,10075,38.18,10.08,16,8,4,5
"Lingayen, Pangasinan, Philippines",16.00973,120.22449,Globe,5174,2016,5.17,2.02,68,8,3,5
"Catmon, Cebu, Philippines",10.65242,123.9973,Globe,15615,10041,15.62,10.04,30,8,1,1
"Guiguinto, Bulacan, Philippines",14.82832,120.88429,DITO,22093,7779,22.09,7.78,21,8,3,3
"Estancia, Iloilo, Philippines",11.45356,123.13515,Smart,46484,9755,46.48,9.76,20,8,3,4
"Maasim, Sarangani, Philippines",5.92672,124.99475,Globe,13311,3420,13.31,3.42,30,8,2,2
"Pantukan, Davao de Oro, Philippines",7.20012,126.04584,Globe,22785,9803,22.79,9.80,27,8,4,5
"Ilog, Negros Occidental, Philippines",9.8785,122.72943,Globe,78154,16574,78.15,16.57,42,8,2,3
"Baras, Rizal, Philippines",14.53656,121.27408,Smart,258206,20643,258.21,20.64,12,8,4,8
"Concepcion, Tarlac, Philippines",15.324,120.65596,Globe,11764,5910,11.76,5.91,17,8,2,5
"Aloran, Misamis Occidental, Philippines",8.41606,123.82447,Globe,8071,1300,8.07,1.30,39,8,3,3
"Pavia, Iloilo, Philippines",10.7748,122.54261,DITO,24861,807,24.86,0.81,59,8,3,4
"Ibajay, Aklan, Philippines",11.75186,122.18596,DITO,32367,2227,32.37,2.23,105,8,2,3
"San Miguel, Iloilo, Philippines",10.78017,122.46653,Smart,56703,15780,56.70,15.78,87,8,2,4
"Baler, Aurora, Philippines",15.73361,121.57125,Smart,49168,4568,49.17,4.57,29,8,4,4
"Mambajao, Camiguin, Philippines",9.22153,124.71882,Smart,133018,516,133.02,0.52,113,8,5,6
"Bulakan, Bulacan, Philippines",14.79484,120.87889,Globe,72756,5280,72.76,5.28,22,8,4,6
"Manapla, Negros Occidental, Philippines",10.95795,123.12428,Smart,12676,1489,12.68,1.49,22,8,1,3
"Isulan, Sultan Kudarat, Philippines",6.6318,124.44201,DITO,46896,4210,46.90,4.21,50,8,3,4
"Guinobatan, Albay, Philippines",13.15419,123.55041,Smart,69366,12120,69.37,12.12,19,8,2,3
"San Isidro, Nueva Ecija, Philippines",15.29656,120.9073,Smart,27172,813,27.17,0.81,29,8,4,4
"Santo Domingo, Ilocos Sur, Philippines",17.64462,120.42424,Globe,84071,7790,84.07,7.79,19,8,1,1
"Bogo City, Cebu, Philippines",11.04623,124.00287,Globe,9051,5043,9.05,5.04,25,8,1,7
"Morong, Rizal, Philippines",14.51286,121.23855,Smart,66579,8481,66.58,8.48,18,8,5,5
"San Miguel, Bulacan, Philippines",15.14158,120.9751,Globe,19720,8558,19.72,8.56,26,8,4,5
"Mariveles, Bataan, Philippines",14.4354,120.49003,DITO,42097,5115,42.10,5.12,24,8,1,3
"Pandi, Bulacan, Philippines",14.87572,120.95941,DITO,31258,6111,31.26,6.11,28,8,1,3
"Oton, Iloilo, Philippines",10.69251,122.47868,DITO,26658,2375,26.66,2.38,41,8,4,6
"Gapan City, Nueva Ecija, Philippines",15.29121,121.01057,Smart,12722,8560,12.72,8.56,22,8,6,7
"Victoria, Tarlac, Philippines",15.59077,120.68901,Globe,43237,8697,43.24,8.70,20,8,4,6
"San Mateo, Rizal, Philippines",14.69539,121.11767,DITO,13991,3536,13.99,3.54,25,8,5,7
"Santo Tomas, Pampanga, Philippines",14.99601,120.70407,Globe,38820,6817,38.82,6.82,25,8,4,4
"Calapan City, Oriental Mindoro, Philippines",13.36643,121.19395,DITO,91183,11703,91.18,11.70,25,8,1,5
"Nabunturan, Davao de Oro, Philippines",7.54501,126.02409,Smart,72734,5809,72.73,5.81,27,8,2,2
"Pola, Oriental Mindoro, Philippines",13.1196,121.43419,Globe,10483,10225,10.48,10.23,28,8,1,3
"San Quintin, Pangasinan, Philippines",15.9754,120.83841,Globe,30094,5410,30.09,5.41,17,8,2,2
"Bugallon, Pangasinan, Philippines",15.92022,120.18202,Smart,68881,8876,68.88,8.88,16,8,3,3
"Masbate City, Masbate, Philippines",12.31777,123.55041,Globe,28329,7735,28.33,7.74,31,8,2,3
"Bago, Negros Occidental, Philippines",10.53757,122.83609,DITO,27180,3107,27.18,3.11,43,8,5,6
"Sarangani, Davao Occidental, Philippines",5.41372,125.40147,Globe,26295,10928,26.30,10.93,42,8,2,2
"Alaminos, Laguna, Philippines",14.0454,121.25119,Smart,43637,4342,43.64,4.34,20,8,2,4
"San Juan, La Union, Philippines",16.6711,120.33844,Smart,53577,13489,53.58,13.49,15,8,3,6
"Ligao City, Albay, Philippines",13.17242,123.4944,Globe,16278,6271,16.28,6.27,34,8,4,6
"Camalig, Albay, Philippines",13.14101,123.63996,Globe,80034,7101,80.03,7.10,33,8,4,5
"San Luis, Batangas, Philippines",13.8406,120.95321,Smart,71696,3127,71.70,3.13,19,8,3,4
"Santa Barbara, Iloilo, Philippines",10.82707,122.53265,Smart,7017,9025,7.02,9.03,21,8,4,5
"Polomolok, South Cotabato, Philippines",6.22451,125.06084,Globe,50850,7171,50.85,7.17,35,8,3,4
"Sagay City, Negros Occidental, Philippines",10.84555,123.37106,Smart,3035,2794,3.04,2.79,28,8,1,1
"Magalang, Pampanga, Philippines",15.21394,120.66181,Smart,15344,3383,15.34,3.38,17,8,4,6
"Santa Cruz, Zambales, Philippines",15.77308,120.04341,Smart,314480,23053,314.48,23.05,15,8,4,5
"Mendez, Cavite, Philippines",14.12941,120.90511,Globe,76256,11813,76.26,11.81,13,8,3,5
"Bamban, Tarlac, Philippines",15.2885,120.57044,Smart,90748,14622,90.75,14.62,13,8,5,7
"Calbayog, Samar, Philippines",12.0685,124.59081,Smart,9371,883,9.37,0.88,21,8,3,6
"Patikul, Sulu, Philippines",6.06302,121.10229,Globe,4255,8293,4.26,8.29,30,8,2,3
"Bulakan, Bulacan, Philippines",14.79484,120.87889,Smart,32035,8878,32.04,8.88,17,8,4,4
"Lugait, Misamis Oriental, Philippines",8.34801,124.2755,Smart,50031,22342,50.03,22.34,19,8,1,2
"Oas, Albay, Philippines",13.14041,123.37106,Globe,38671,7342,38.67,7.34,27,8,4,4
"Pinamungahan, Cebu, Philippines",10.26958,123.63996,Globe,69582,18331,69.58,18.33,54,8,1,2
"Villanueva, Misamis Oriental, Philippines",8.57469,124.80722,Smart,43501,10440,43.50,10.44,22,8,2,2
"Lucban, Quezon, Philippines",14.1144,121.55472,Globe,30091,10945,30.09,10.95,20,7,3,4
"Aparri, Cagayan, Philippines",18.33423,121.60549,Smart,55108,4846,55.11,4.85,23,7,4,5
"Tuba, Benguet, Philippines",16.39277,120.56034,Smart,50216,3358,50.22,3.36,17,7,3,6
"Kiamba, Sarangani, Philippines",6.00076,124.70777,Smart,44217,4938,44.22,4.94,36,7,2,4
"Cordova, Cebu, Philippines",10.25278,123.9494,Smart,64326,12285,64.33,12.29,14,7,4,7
"Polangui, Albay, Philippines",13.29368,123.48542,Globe,15809,7588,15.81,7.59,32,7,2,5
"Agdangan, Quezon, Philippines",13.86817,121.91318,DITO,15639,461,15.64,0.46,21,7,1,1
"Datu Odin Sinsuat (Dinaig), Maguindanao, Philippines",7.08286,124.26439,Globe,22353,4470,22.35,4.47,29,7,2,4
"Calabanga, Camarines Sur, Philippines",13.71633,123.28126,Smart,260997,40451,261.00,40.45,16,7,3,5
"San Luis, Pampanga, Philippines",15.03986,120.81544,DITO,63933,5372,63.93,5.37,22,7,1,1
"Villaverde, Nueva Vizcaya, Philippines",16.60616,121.14813,Smart,98513,9192,98.51,9.19,36,7,1,3
"Macalelon, Quezon, Philippines",13.7674,122.18596,Smart,61572,32493,61.57,32.49,15,7,1,1
"Compostela, Davao de Oro, Philippines",7.67742,126.15454,Globe,10768,4969,10.77,4.97,33,7,3,3
"San Mateo, Isabela, Philippines",16.87673,121.59408,Globe,40453,18213,40.45,18.21,33,7,3,3
"Santa Cruz, Davao del Sur, Philippines",6.83551,125.41659,Smart,20763,10917,20.76,10.92,25,7,4,5
"Calatagan, Batangas, Philippines",13.88203,120.6545,Globe,8048,2913,8.05,2.91,21,7,4,5
"Palayan City, Nueva Ecija, Philippines",15.53906,121.09083,DITO,31982,4331,31.98,4.33,23,7,3,3
"Aguilar, Pangasinan, Philippines",15.84134,120.21665,Globe,18603,9711,18.60,9.71,21,7,6,6
"San Ildefonso, Bulacan, Philippines",15.07717,120.94171,Globe,49560,5511,49.56,5.51,21,7,3,5
"Tanjay City, Negros Oriental, Philippines",9.49579,122.9663,Smart,15051,14308,15.05,14.31,29,7,2,5
"Aringay, La Union, Philippines",16.40163,120.40119,Globe,35891,26852,35.89,26.85,27,7,2,4
"Talibon, Bohol, Philippines",10.11933,124.26439,Smart,3253,7018,3.25,7.02,22,7,2,4
"Carmen, Cotabato, Philippines",7.38261,124.81826,Globe,5111,3070,5.11,3.07,37,7,1,2
"Cauayan City, Isabela, Philippines",16.91662,121.78792,DITO,32728,15783,32.73,15.78,40,7,4,5
"Jordan, Guimaras, Philippines",10.59807,122.57121,Smart,30486,969,30.49,0.97,20,7,3,5
"Noveleta, Cavite, Philippines",14.42785,120.88009,Smart,11660,4069,11.66,4.07,22,7,4,6
"Maramag, Bukidnon, Philippines",7.82687,124.97271,DITO,22876,3773,22.88,3.77,43,7,2,5
"Palayan City, Nueva Ecija, Philippines",15.53906,121.09083,Globe,10440,5385,10.44,5.39,15,7,2,5
"Daraga, Albay, Philippines",13.12278,123.69588,DITO,18223,14627,18.22,14.63,33,7,3,5
"Badoc, Ilocos Norte, Philippines",17.92969,120.49336,Smart,265200,26879,265.20,26.88,16,7,2,3
"Cauayan, Negros Occidental, Philippines",9.92601,122.5599,Globe,25873,13174,25.87,13.17,28,7,3,4
"Jabonga, Agusan Del Norte, Philippines",9.35888,125.58767,Globe,16019,7663,16.02,7.66,38,7,1,1
"Bay, Laguna, Philippines",14.14064,121.26836,Smart,14481,4034,14.48,4.03,18,7,5,7
"City of Baybay, Leyte, Philippines",10.66858,124.80409,Smart,41782,6692,41.78,6.69,18,7,2,7
"Tabuelan, Cebu, Philippines",10.85738,123.90809,DITO,44487,5371,44.49,5.37,31,7,3,3
"Tanay, Rizal, Philippines",14.61419,121.37703,DITO,26246,315,26.25,0.32,22,7,3,7
"Carmen, Davao del Norte, Philippines",7.35492,125.704,Smart,29551,12427,29.55,12.43,30,7,5,7
