Location Name,Latitude,Longitude,Provider,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps,Minimum Latency,Test Count,Sample Count,User Count
"Tagoloan, Misamis Oriental, Philippines",8.51877,124.80722,PLDT Home Fiber,64037,54443,64.04,54.44,3,19,9,14
"Butig, Lanao del Sur, Philippines",7.69371,124.31993,PLDT Home Fiber,229646,143947,229.65,143.95,12,19,6,8
"Sison, Pangasinan, Philippines",16.14981,120.59698,PLDT,169017,138798,169.02,138.80,5,19,11,11
"Del Gallego, Camarines Sur, Philippines",13.92587,122.69555,PLDT,96590,137309,96.59,137.31,28,19,12,16
"Dulag, Leyte, Philippines",10.95915,125.00577,PLDT Home Fiber,44726,66587,44.73,66.59,6,19,4,8
"Medina, Misamis Oriental, Philippines",8.90294,124.97271,PLDT Home Fiber,199172,127547,199.17,127.55,7,19,6,9
"Palimbang, Sultan Kudarat, Philippines",6.34322,124.19769,PLDT,129851,31370,129.85,31.37,22,19,2,4
"Pinili, Ilocos Norte, Philippines",17.94294,120.53942,Converge,192800,60738,192.80,60.74,10,19,3,4
"Candijay, Bohol, Philippines",9.8258,124.48636,PLDT Home Fiber,81779,73149,81.78,73.15,11,19,4,6
"Milagros, Masbate, Philippines",12.24465,123.5056,Converge,13534,10744,13.53,10.74,6,19,7,10
"Maribojoc, Bohol, Philippines",9.75462,123.85229,PLDT,22239,14401,22.24,14.40,18,19,5,6
"San Vicente, Camarines Norte, Philippines",14.07278,122.86485,Converge,226084,224560,226.08,224.56,16,19,3,3
"San Jose, Tarlac, Philippines",15.42002,120.29742,Converge,68672,85314,68.67,85.31,5,18,12,13
"Aliaga, Nueva Ecija, Philippines",15.51204,120.86138,Globe,147321,115142,147.32,115.14,5,18,8,13
"Santo Domingo, Nueva Ecija, Philippines",15.61284,120.88434,Converge,167138,177921,167.14,177.92,6,18,6,11
"San Pascual, Batangas, Philippines",13.81044,121.02204,Converge,142587,86833,142.59,86.83,8,18,7,10
"Merida, Leyte, Philippines",10.96425,124.5196,PLDT,9943,21061,9.94,21.06,7,18,7,10
"New Washington, Aklan, Philippines",11.6466,122.39009,PLDT Home Fiber,25208,32197,25.21,32.20,10,18,3,5
"Mabinay, Negros Oriental, Philippines",9.67161,122.94377,PLDT,43045,15273,43.05,15.27,15,18,5,8
"San Joaquin, Iloilo, Philippines",10.64155,122.10647,PLDT,19122,20383,19.12,20.38,8,18,4,5
"Rosario, Northern Samar, Philippines",12.49956,124.43092,PLDT Home Fiber,57075,36577,57.08,36.58,28,18,1,1
"Carigara, Leyte, Philippines",11.25914,124.70777,PLDT Home Fiber,65667,70006,65.67,70.01,6,18,4,6
"Santa Fe, Cebu, Philippines",11.16913,123.79088,Globe,73124,70005,73.12,70.01,7,18,8,8
"Oas, Albay, Philippines",13.14041,123.37106,Converge,277381,216295,277.38,216.30,4,18,5,5
"Mainit, Surigao del Norte, Philippines",9.55663,125.5001,PLDT Home Fiber,67301,80074,67.30,80.07,8,18,8,11
"San Fabian, Pangasinan, Philippines",16.14188,120.44729,PLDT,83596,67528,83.60,67.53,5,18,5,10
"Vigan City, Ilocos Sur, Philippines",17.56485,120.38781,PLDT,38430,34547,38.43,34.55,10,18,9,15
"Malilipot, Albay, Philippines",13.29931,123.71824,PLDT,155487,235910,155.49,235.91,7,18,7,11
"Pozorrubio, Pangasinan, Philippines",16.11642,120.54316,Converge,138564,169127,138.56,169.13,4,18,6,14
"Ballesteros, Cagayan, Philippines",18.35099,121.51416,Globe,250716,301264,250.72,301.26,9,18,3,4
"Mangaldan, Pangasinan, Philippines",16.06513,120.40474,PLDT,214439,94131,214.44,94.13,5,18,7,9
"Sogod, Cebu, Philippines",10.77419,123.9527,Converge,85311,82817,85.31,82.82,3,18,4,5
"Carranglan, Nueva Ecija, Philippines",15.97584,121.03351,Converge,59013,52524,59.01,52.52,5,18,8,8
"Barbaza, Antique, Philippines",11.26873,122.1519,PLDT Home Fiber,87070,77296,87.07,77.30,10,18,6,7
"Morong, Bataan, Philippines",14.6798,120.26759,Converge,48570,55888,48.57,55.89,6,18,7,11
"Palo, Leyte, Philippines",11.15847,124.99191,Converge,223535,229471,223.54,229.47,6,18,9,13
"Ajuy, Iloilo, Philippines",11.13583,123.0001,PLDT Home Fiber,46849,25121,46.85,25.12,8,18,5,8
"City of Guihulngan, Negros Oriental, Philippines",10.18323,123.21385,Globe,41856,33694,41.86,33.69,20,18,7,7
"Tadian, Mountain Province, Philippines",16.96608,120.81544,PLDT Home Fiber,166739,184594,166.74,184.59,5,18,4,5
"City of Catbalogan, Samar, Philippines",11.85683,124.88449,Converge,104819,98710,104.82,98.71,7,18,7,7
"Alfonso Lista, Ifugao, Philippines",16.98852,121.49132,PLDT,77731,59062,77.73,59.06,11,18,4,6
"Sual, Pangasinan, Philippines",16.06783,120.04341,PLDT Home Fiber,209025,88065,209.03,88.07,10,18,5,8
"Rosario, La Union, Philippines",16.23014,120.48702,PLDT,27824,19035,27.82,19.04,9,18,5,6
"Lucban, Quezon, Philippines",14.1144,121.55472,PLDT,57045,89758,57.05,89.76,9,18,9,10
"Catigbian, Bohol, Philippines",9.84938,124.03072,PLDT,92221,84277,92.22,84.28,21,18,7,7
"Asuncion (Saug), Davao del Norte, Philippines",7.60603,125.76252,PLDT Home Fiber,33076,34497,33.08,34.50,10,18,6,8
"Abucay, Bataan, Philippines",14.73361,120.49336,PLDT,70971,94210,70.97,94.21,4,18,7,11
"Buenavista, Guimaras, Philippines",10.69691,122.6481,Globe,41234,44075,41.23,44.08,11,18,5,6
"Calauan, Laguna, Philippines",14.14551,121.3146,Globe,97533,80039,97.53,80.04,7,18,8,11
"Makato, Aklan, Philippines",11.70061,122.27673,Converge,282632,290752,282.63,290.75,16,18,2,4
"Kidapawan, Cotabato, Philippines",7.02127,125.09019,PLDT,36233,39263,36.23,39.26,13,18,2,8
"Amadeo, Cavite, Philippines",14.18985,120.92452,Converge,239244,202157,239.24,202.16,6,18,10,13
"Aguilar, Pangasinan, Philippines",15.84134,120.21665,PLDT Home Fiber,51316,62929,51.32,62.93,7,18,4,6
"Bais City, Negros Oriental, Philippines",9.56801,123.01136,PLDT Home Fiber,151201,194630,151.20,194.63,11,18,7,10
"Camaligan, Camarines Sur, Philippines",13.62825,123.16327,PLDT,179123,213962,179.12,213.96,12,18,8,10
"Esperanza, Agusan del Sur, Philippines",8.6396,125.522,PLDT,13458,14574,13.46,14.57,12,18,2,4
"Trento, Agusan del Sur, Philippines",8.05257,126.21969,Converge,185297,145815,185.30,145.82,12,18,3,4
"Sudipen, La Union, Philippines",16.85055,120.49336,Converge,12366,16380,12.37,16.38,5,18,5,9
"San Jose City, Nueva Ecija, Philippines",15.79188,120.99008,PLDT,60060,26916,60.06,26.92,14,18,8,14
"Santa Fe, Cebu, Philippines",11.16913,123.79088,PLDT,58133,70580,58.13,70.58,9,18,8,14
"Sipalay City, Negros Occidental, Philippines",9.71979,122.49201,PLDT Home Fiber,54263,55123,54.26,55.12,15,18,4,9
"Bato, Leyte, Philippines",10.32908,124.8293,PLDT Home Fiber,103767,87742,103.77,87.74,9,18,6,10
"Anini-y, Antique, Philippines",10.45152,121.95869,PLDT,18173,16778,18.17,16.78,11,18,5,5
"San Dionisio, Iloilo, Philippines",11.32418,123.06765,PLDT Home Fiber,28193,34869,28.19,34.87,10,18,6,9
"Tabaco City, Albay, Philippines",13.36138,123.72876,PLDT Home Fiber,62843,63105,62.84,63.11,42,18,8,13
"Cabugao, Ilocos Sur, Philippines",17.78518,120.47033,PLDT Home Fiber,35828,36334,35.83,36.33,13,18,7,10
"Dagami, Leyte, Philippines",11.04826,124.84034,PLDT Home Fiber,264773,317901,264.77,317.90,8,17,7,9
"Bontoc, Southern Leyte, Philippines",10.38378,124.92861,PLDT Home Fiber,19814,23128,19.81,23.13,8,17,5,7
"Baao, Camarines Sur, Philippines",13.49319,123.35984,Converge,82982,73255,82.98,73.26,27,17,2,9
"Magallanes, Agusan Del Norte, Philippines",9.01943,125.53295,Converge,213745,214709,213.75,214.71,14,17,4,4
"Bantay, Ilocos Sur, Philippines",17.59832,120.44729,PLDT,47219,49188,47.22,49.19,13,17,5,8
"Cordon, Isabela, Philippines",16.67835,121.46847,PLDT,40167,39109,40.17,39.11,13,17,4,5
"Baao, Camarines Sur, Philippines",13.49319,123.35984,PLDT Home Fiber,132711,275844,132.71,275.84,7,17,6,11
"Salvador Benedicto, Negros Occidental, Philippines",10.5887,123.23632,Converge,10665,8606,10.67,8.61,15,17,6,9
"San Carlos City, Pangasinan, Philippines",15.92589,120.34827,PLDT Home Fiber,84450,48198,84.45,48.20,5,17,11,14
"Valladolid, Negros Occidental, Philippines",10.46898,122.8423,PLDT,15069,18552,15.07,18.55,28,17,4,8
"Narvacan, Ilocos Sur, Philippines",17.44229,120.49336,PLDT Home Fiber,71992,64940,71.99,64.94,15,17,8,10
"Ibaan, Batangas, Philippines",13.81895,121.13082,Converge,297706,335069,297.71,335.07,9,17,4,5
"Llorente, Eastern Samar, Philippines",11.35127,125.45628,Globe,310822,259384,310.82,259.38,13,17,3,4
"Magarao, Camarines Sur, Philippines",13.67027,123.15202,Converge,45292,57629,45.29,57.63,8,17,6,8
"Jaro, Leyte, Philippines",11.17583,124.75198,Globe,89761,133451,89.76,133.45,12,17,8,9
"Ampatuan, Maguindanao, Philippines",6.76401,124.37544,PLDT,151617,76964,151.62,76.96,22,17,8,11
"Lucban, Quezon, Philippines",14.1144,121.55472,Globe,196313,148591,196.31,148.59,9,17,7,9
"Hagonoy, Davao del Sur, Philippines",6.69701,125.3137,PLDT Home Fiber,47140,37356,47.14,37.36,9,17,5,10
"Amlan, Negros Oriental, Philippines",9.44436,123.18013,PLDT,38106,22898,38.11,22.90,9,17,3,6
"Candoni, Negros Occidental, Philippines",9.76106,122.65035,PLDT Home Fiber,190517,199366,190.52,199.37,23,17,2,2
"Asuncion (Saug), Davao del Norte, Philippines",7.60603,125.76252,PLDT,59248,33614,59.25,33.61,17,17,7,8
"San Felipe, Zambales, Philippines",15.07931,120.12429,Converge,106681,143411,106.68,143.41,5,17,8,12
"Malaybalay City, Bukidnon, Philippines",8.15775,125.17087,Globe,109298,104775,109.30,104.78,5,17,6,11
"Caba, La Union, Philippines",16.44743,120.37814,PLDT Home Fiber,175132,156253,175.13,156.25,3,17,6,8
"Maramag, Bukidnon, Philippines",7.82687,124.97271,PLDT Home Fiber,130964,38631,130.96,38.63,7,17,7,11
"Oras, Eastern Samar, Philippines",12.17696,125.36857,PLDT Home Fiber,21608,23612,21.61,23.61,8,17,7,7
"City of Cabadbaran, Agusan Del Norte, Philippines",9.14092,125.697,Converge,218826,208019,218.83,208.02,22,17,4,6
"Pulupandan, Negros Occidental, Philippines",10.51892,122.80429,PLDT Home Fiber,100107,164331,100.11,164.33,13,17,3,5
"Quezon, Bukidnon, Philippines",7.71645,125.17087,Converge,43085,45946,43.09,45.95,9,17,8,11
"Burgos, Isabela, Philippines",17.09164,121.70272,PLDT Home Fiber,43154,38709,43.15,38.71,13,17,6,8
"Sibonga, Cebu, Philippines",10.01547,123.584,PLDT Home Fiber,90639,53963,90.64,53.96,4,17,6,9
"Libon, Albay, Philippines",13.26065,123.37106,PLDT Home Fiber,23124,36863,23.12,36.86,19,17,4,8
"Llanera, Nueva Ecija, Philippines",15.66623,121.01057,PLDT Home Fiber,29709,30959,29.71,30.96,12,17,5,8
"San Narciso, Zambales, Philippines",15.01114,120.08963,Converge,174473,234291,174.47,234.29,4,17,6,8
"Infanta, Pangasinan, Philippines",15.87303,120.00874,PLDT,68530,100441,68.53,100.44,5,17,4,4
"San Francisco (Aurora), Quezon, Philippines",13.29776,122.5599,PLDT Home Fiber,10798,41730,10.80,41.73,31,17,7,8
"City of Baybay, Leyte, Philippines",10.66858,124.80409,PLDT,95125,146053,95.13,146.05,4,17,6,7
"Leganes, Iloilo, Philippines",10.78605,122.5888,PLDT,170935,138774,170.94,138.77,15,17,2,5
"City of El Salvador, Misamis Oriental, Philippines",8.47767,124.47527,PLDT Home Fiber,163452,173076,163.45,173.08,3,17,5,9
"Lemery, Batangas, Philippines",13.95318,120.88434,PLDT Home Fiber,45226,48452,45.23,48.45,8,17,5,10
"Manolo Fortich, Bukidnon, Philippines",8.39002,124.88449,Converge,134872,137135,134.87,137.14,7,17,6,7
"Bauan, Batangas, Philippines",13.79627,120.97616,Converge,288297,265320,288.30,265.32,7,17,11,14
"Camalig, Albay, Philippines",13.14101,123.63996,Globe,119048,95899,119.05,95.90,24,17,6,8
"San Luis, Aurora, Philippines",15.63572,121.46847,PLDT Home Fiber,139443,175832,139.44,175.83,13,17,7,7
"Atimonan, Quezon, Philippines",13.96507,121.87903,PLDT Home Fiber,105457,101036,105.46,101.04,3,17,9,12
"Quezon, Bukidnon, Philippines",7.71645,125.17087,Globe,59715,106076,59.72,106.08,6,17,3,7
"Ragay, Camarines Sur, Philippines",13.83123,122.78588,Converge,111000,8900,111.00,8.90,12,17,5,8
"Loay, Bohol, Philippines",9.60753,124.01401,PLDT Home Fiber,190736,197169,190.74,197.17,5,17,7,9
"Bacarra, Ilocos Norte, Philippines",18.27039,120.60848,Converge,93472,162936,93.47,162.94,11,17,9,10
"Lambunao, Iloilo, Philippines",11.12265,122.37876,PLDT Home Fiber,46963,58412,46.96,58.41,9,17,9,9
"Allen, Northern Samar, Philippines",12.49588,124.31993,PLDT,39839,41211,39.84,41.21,21,17,1,4
"San Fernando, Masbate, Philippines",12.47959,123.7406,PLDT,47139,49566,47.14,49.57,22,17,5,8
"Buenavista, Agusan Del Norte, Philippines",8.97318,125.40853,PLDT Home Fiber,107648,138671,107.65,138.67,11,17,4,11
"General Luna, Quezon, Philippines",13.69977,122.23135,PLDT Home Fiber,172498,183265,172.50,183.27,5,17,7,7
"Mabini, Batangas, Philippines",13.72355,120.9073,PLDT Home Fiber,77345,42621,77.35,42.62,16,17,7,10
"Bagulin, La Union, Philippines",16.59753,120.49336,PLDT Home Fiber,83195,94405,83.20,94.41,2,17,5,12
"Trinidad, Bohol, Philippines",10.04574,124.31993,Globe,33355,83238,33.36,83.24,21,17,6,10
"Ma-ayon, Capiz, Philippines",11.33826,122.87613,PLDT,99615,91522,99.62,91.52,10,17,4,4
"Malungon, Sarangani, Philippines",6.3343,125.2588,Converge,113994,127240,113.99,127.24,5,17,2,7
"San Juan, Batangas, Philippines",13.75044,121.37703,PLDT,27062,41113,27.06,41.11,12,17,8,12
"Ayungon, Negros Oriental, Philippines",9.87181,123.05639,PLDT,27698,12911,27.70,12.91,16,17,2,4
"Poona Bayabao (Gata), Lanao del Sur, Philippines",7.83446,124.34769,PLDT Home Fiber,270227,156277,270.23,156.28,6,17,3,5
"San Fabian, Pangasinan, Philippines",16.14188,120.44729,Converge,39987,74460,39.99,74.46,10,17,6,7
"Sanchez-Mira, Cagayan, Philippines",18.53628,121.19395,Converge,188831,174656,188.83,174.66,13,17,3,5
"Mataas Na Kahoy, Batangas, Philippines",13.97995,121.09656,Converge,241374,206874,241.37,206.87,7,16,2,4
"Mallig, Isabela, Philippines",17.15803,121.61307,Globe,75851,86055,75.85,86.06,7,16,2,3
"Ilagan City, Isabela, Philippines",17.12845,122.12918,Globe,119276,106015,119.28,106.02,8,16,6,9
"Binalbagan, Negros Occidental, Philippines",10.10918,123.01136,PLDT Home Fiber,187455,157932,187.46,157.93,7,16,5,7
"Isulan, Sultan Kudarat, Philippines",6.6318,124.44201,Globe,193067,112849,193.07,112.85,19,16,7,8
"Amadeo, Cavite, Philippines",14.18985,120.92452,PLDT Home Fiber,140077,152841,140.08,152.84,3,16,2,6
"Ma-ayon, Capiz, Philippines",11.33826,122.87613,PLDT Home Fiber,14955,16408,14.96,16.41,12,16,7,8
"Tanay, Rizal, Philippines",14.61419,121.37703,Converge,286253,225923,286.25,225.92,5,16,5,7
"Rosales, Pangasinan, Philippines",15.86126,120.63149,PLDT,67897,49552,67.90,49.55,9,16,3,6
"Maria Aurora, Aurora, Philippines",15.75061,121.3999,PLDT Home Fiber,144585,90606,144.59,90.61,18,16,2,3
"Santo Domingo, Ilocos Sur, Philippines",17.64462,120.42424,PLDT Home Fiber,35381,35217,35.38,35.22,21,16,4,7
"Orani, Bataan, Philippines",14.80086,120.53616,Globe,351621,314560,351.62,314.56,7,16,8,8
"Solana, Cagayan, Philippines",17.65284,121.65113,PLDT,15883,14612,15.88,14.61,13,16,4,10
"Daanbantayan, Cebu, Philippines",11.22134,124.03072,PLDT Home Fiber,72446,71355,72.45,71.36,6,16,4,5
"Diadi, Nueva Vizcaya, Philippines",16.6595,121.33129,PLDT Home Fiber,305021,316710,305.02,316.71,8,16,4,8
"Tobias Fornier, Antique, Philippines",10.49944,121.97006,PLDT Home Fiber,59093,58424,59.09,58.42,10,16,6,6
"Pamplona, Camarines Sur, Philippines",13.59715,123.06765,PLDT,76606,87762,76.61,87.76,6,16,4,8
"Santa Rosa, Nueva Ecija, Philippines",15.42502,120.93838,Converge,142494,143800,142.49,143.80,7,16,6,11
"Mendez, Cavite, Philippines",14.12941,120.90511,Converge,34973,19282,34.97,19.28,5,16,3,14
"Sogod, Cebu, Philippines",10.77419,123.9527,PLDT,48546,31181,48.55,31.18,7,16,4,6
"Manolo Fortich, Bukidnon, Philippines",8.39002,124.88449,PLDT Home Fiber,68147,84333,68.15,84.33,2,16,6,8
"Carmen, Davao del Norte, Philippines",7.35492,125.704,Globe,65499,67559,65.50,67.56,7,16,7,9
"Balilihan, Bohol, Philippines",9.76704,123.9973,Converge,24673,24940,24.67,24.94,15,16,3,3
"Banga, Aklan, Philippines",11.57556,122.32209,Converge,73914,78150,73.91,78.15,31,16,2,8
"Bumbaran, Lanao del Sur, Philippines",7.74529,124.66353,PLDT Home Fiber,133676,105405,133.68,105.41,8,16,6,10
"Mapandan, Pangasinan, Philippines",16.02726,120.45379,Converge,71567,102294,71.57,102.29,8,16,4,4
"Siaton, Negros Oriental, Philippines",9.12425,123.03388,PLDT,16945,11157,16.95,11.16,17,16,5,9
"Maragondon, Cavite, Philippines",14.22356,120.7235,PLDT,290370,232875,290.37,232.88,8,16,4,8
"Siniloan, Laguna, Philippines",14.43831,121.48561,Converge,159552,191312,159.55,191.31,12,16,5,12
"Bulusan, Sorsogon, Philippines",12.76544,124.09755,PLDT Home Fiber,9070,9452,9.07,9.45,20,16,1,2
"Lal-lo, Cagayan, Philippines",18.15767,121.87903,PLDT,18364,33454,18.36,33.45,16,16,8,8
"Sual, Pangasinan, Philippines",16.06783,120.04341,Converge,30341,29268,30.34,29.27,7,16,6,6
"Vintar, Ilocos Norte, Philippines",18.31413,120.78097,PLDT Home Fiber,208347,225946,208.35,225.95,12,16,4,5
"Nabunturan, Davao de Oro, Philippines",7.54501,126.02409,Globe,266031,221477,266.03,221.48,20,16,6,9
"Camalig, Albay, Philippines",13.14101,123.63996,PLDT,54185,52044,54.19,52.04,7,16,6,8
"San Jose de Buenavista, Antique, Philippines",10.74901,121.94128,PLDT,51531,71240,51.53,71.24,11,16,7,9
"Pangil, Laguna, Philippines",14.41772,121.48561,PLDT Home Fiber,103953,94077,103.95,94.08,132,16,2,2
"San Miguel, Bulacan, Philippines",15.14158,120.9751,PLDT,28325,24151,28.33,24.15,10,16,7,9
"Cabatuan, Isabela, Philippines",16.92776,121.66253,PLDT,23403,23244,23.40,23.24,11,16,5,5
"Anda, Pangasinan, Philippines",16.29826,119.98562,Converge,67049,70843,67.05,70.84,6,16,4,7
"Daanbantayan, Cebu, Philippines",11.22134,124.03072,Globe,117624,111919,117.62,111.92,7,16,5,8
"Calasiao, Pangasinan, Philippines",16.00949,120.35759,Converge,155117,167701,155.12,167.70,5,16,8,14
"Dumingag, Zamboanga del Sur, Philippines",8.18754,123.30371,PLDT Home Fiber,96464,137579,96.46,137.58,7,16,7,10
"Bangar, La Union, Philippines",16.88295,120.42424,PLDT Home Fiber,253957,206670,253.96,206.67,3,16,4,7
"Lingayen, Pangasinan, Philippines",16.00973,120.22449,PLDT,160268,56798,160.27,56.80,9,16,6,10
"Dao, Capiz, Philippines",11.38895,122.70684,Converge,47973,83134,47.97,83.13,12,16,4,9
"Donsol, Sorsogon, Philippines",12.98781,123.59519,PLDT Home Fiber,50364,65966,50.36,65.97,35,16,3,5
"Basay, Negros Oriental, Philippines",9.45792,122.68425,PLDT,301546,381644,301.55,381.64,9,16,4,8
"Zaragoza, Nueva Ecija, Philippines",15.46003,120.79246,PLDT,62876,76651,62.88,76.65,8,16,10,13
"San Felipe, Zambales, Philippines",15.07931,120.12429,PLDT Home Fiber,43019,49247,43.02,49.25,13,16,5,9
"Asingan, Pangasinan, Philippines",16.00318,120.67063,PLDT Home Fiber,30934,65976,30.93,65.98,14,16,6,9
"Laoac, Pangasinan, Philippines",16.04341,120.53942,PLDT Home Fiber,60300,87093,60.30,87.09,6,16,6,8
"Calatagan, Batangas, Philippines",13.88203,120.6545,Converge,290341,107314,290.34,107.31,10,16,6,11
"Talisay, Camarines Norte, Philippines",14.1394,122.92686,PLDT Home Fiber,506483,465653,506.48,465.65,5,16,2,5
"Bulan, Sorsogon, Philippines",12.70367,123.90809,Converge,59615,137704,59.62,137.70,22,16,4,10
"Pakil, Laguna, Philippines",14.3694,121.39418,PLDT,89196,103167,89.20,103.17,10,16,6,10
"San Narciso, Zambales, Philippines",15.01114,120.08963,Globe,34477,33759,34.48,33.76,8,16,4,8
"Mendez, Cavite, Philippines",14.12941,120.90511,Globe,172777,155711,172.78,155.71,4,15,7,10
"Loon, Bohol, Philippines",9.81463,123.82996,Converge,66918,37936,66.92,37.94,26,15,8,11
"Malilipot, Albay, Philippines",13.29931,123.71824,Globe,115390,153440,115.39,153.44,15,15,7,8
"Mabini, Batangas, Philippines",13.72355,120.9073,Globe,106728,110123,106.73,110.12,5,15,6,8
"Bayawan City, Negros Oriental, Philippines",9.53644,122.7633,Globe,146699,78176,146.70,78.18,9,15,2,5
"Aringay, La Union, Philippines",16.40163,120.40119,Converge,220149,146755,220.15,146.76,3,15,5,8
"Dipolog City, Zamboanga del Norte, Philippines",8.58717,123.34035,PLDT,74621,77988,74.62,77.99,9,15,6,10
"Macrohon, Southern Leyte, Philippines",10.084,124.96169,PLDT,23420,43747,23.42,43.75,22,15,2,2
"Badoc, Ilocos Norte, Philippines",17.92969,120.49336,Converge,41383,94491,41.38,94.49,11,15,3,4
"Dulag, Leyte, Philippines",10.95915,125.00577,Globe,104494,115548,104.49,115.55,26,15,5,5
"Bacolor, Pampanga, Philippines",14.99692,120.65235,PLDT,279600,217953,279.60,217.95,30,15,2,6
"Concepcion, Iloilo, Philippines",11.20333,123.09015,PLDT,16547,18603,16.55,18.60,13,15,3,7
"Alaminos, Laguna, Philippines",14.0454,121.25119,Globe,111907,108004,111.91,108.00,6,15,4,4
"Mauban, Quezon, Philippines",14.23756,121.69674,PLDT,96150,109389,96.15,109.39,7,15,2,3
"Candon City, Ilocos Sur, Philippines",17.19612,120.44729,PLDT,111625,192531,111.63,192.53,32,15,3,3
"Calaca, Batangas, Philippines",13.93129,120.80724,Globe,218132,224757,218.13,224.76,5,15,4,6
"Magsaysay (Linugos), Misamis Oriental, Philippines",8.96217,125.20386,PLDT Home Fiber,18851,20443,18.85,20.44,8,15,2,5
"Lugait, Misamis Oriental, Philippines",8.34801,124.2755,PLDT Home Fiber,188565,180786,188.57,180.79,4,15,3,5
"Dao, Capiz, Philippines",11.38895,122.70684,PLDT Home Fiber,90289,94977,90.29,94.98,9,15,7,7
"Lemery, Iloilo, Philippines",11.21441,122.92123,Converge,9627,9164,9.63,9.16,17,15,1,3
"Bogo City, Cebu, Philippines",11.04623,124.00287,Converge,64314,150746,64.31,150.75,4,15,8,10
"Basud, Camarines Norte, Philippines",14.00663,122.9663,PLDT,138572,157331,138.57,157.33,8,15,6,8
"Oas, Albay, Philippines",13.14041,123.37106,PLDT,229858,186662,229.86,186.66,8,15,7,9
"San Narciso, Zambales, Philippines",15.01114,120.08963,PLDT Home Fiber,120480,52751,120.48,52.75,9,15,7,9
"Tinoc, Ifugao, Philippines",16.72045,120.96469,PLDT Home Fiber,99193,101765,99.19,101.77,6,15,3,9
"Sibunag, Guimaras, Philippines",10.54518,122.60514,PLDT Home Fiber,33429,33985,33.43,33.99,10,15,2,2
"Parang, Maguindanao, Philippines",7.34766,124.2755,Globe,41185,22628,41.19,22.63,10,15,2,3
"Calatrava, Negros Occidental, Philippines",10.62843,123.39349,Globe,32420,51845,32.42,51.85,14,15,5,8
"Caoayan, Ilocos Sur, Philippines",17.53822,120.39543,PLDT Home Fiber,174484,120140,174.48,120.14,6,15,2,8
"Macalelon, Quezon, Philippines",13.7674,122.18596,Converge,111906,113692,111.91,113.69,16,15,4,5
"Pio Duran, Albay, Philippines",13.0473,123.46077,PLDT Home Fiber,411694,222772,411.69,222.77,9,15,3,10
"Pulilan, Bulacan, Philippines",14.90243,120.8459,Globe,97022,108985,97.02,108.99,7,15,9,13
"Maasim, Sarangani, Philippines",5.92672,124.99475,PLDT Home Fiber,84405,131668,84.41,131.67,12,15,7,8
"Malilipot, Albay, Philippines",13.29931,123.71824,Converge,218640,230210,218.64,230.21,3,15,3,9
"General Tinio (Papaya), Nueva Ecija, Philippines",15.36345,121.21685,Converge,109688,121104,109.69,121.10,6,15,7,9
"Quezon, Bukidnon, Philippines",7.71645,125.17087,PLDT Home Fiber,27370,23927,27.37,23.93,16,15,4,4
"Medellin, Cebu, Philippines",11.1491,123.98615,Globe,200852,211211,200.85,211.21,13,15,4,8
"Luna, Isabela, Philippines",16.97872,121.73095,PLDT Home Fiber,78654,85626,78.65,85.63,14,15,4,8
"Bonifacio, Misamis Occidental, Philippines",8.10423,123.59519,PLDT Home Fiber,10366,4805,10.37,4.81,37,15,5,6
"Clarin, Bohol, Philippines",9.94519,124.03072,PLDT,42840,32282,42.84,32.28,7,15,4,5
"Guinsiliban, Camiguin, Philippines",9.12015,124.78513,PLDT Home Fiber,117998,83514,118.00,83.51,59,15,3,3
"Ajuy, Iloilo, Philippines",11.13583,123.0001,PLDT,24802,24874,24.80,24.87,19,15,10,11
"Sigma, Capiz, Philippines",11.4398,122.69555,Converge,177116,169321,177.12,169.32,16,15,4,7
"San Francisco, Agusan del Sur, Philippines",8.44573,125.95878,Globe,67817,38449,67.82,38.45,17,15,4,7
"Naguilian, Isabela, Philippines",16.99684,121.86765,PLDT,14172,9356,14.17,9.36,20,15,4,5
"Carcar, Cebu, Philippines",10.10478,123.64147,Converge,242748,269462,242.75,269.46,5,15,5,11
"San Jose, Batangas, Philippines",13.87868,121.09942,Converge,217780,186270,217.78,186.27,9,15,6,12
"Pandan, Antique, Philippines",11.75185,122.10647,PLDT Home Fiber,50009,56917,50.01,56.92,26,15,5,6
"Villasis, Pangasinan, Philippines",15.90523,120.55094,PLDT,95505,125542,95.51,125.54,5,15,4,10
"Cabangan, Zambales, Philippines",15.17178,120.13583,Converge,102995,76920,103.00,76.92,5,15,5,10
"Leyte, Philippines",11.32728,124.48636,Converge,77643,74210,77.64,74.21,32,15,10,10
"San Teodoro, Oriental Mindoro, Philippines",13.3156,120.96469,Converge,52010,61551,52.01,61.55,9,15,1,1
"Lantapan, Bukidnon, Philippines",8.04797,124.97271,Converge,82910,63240,82.91,63.24,14,15,10,12
"Hilongos, Leyte, Philippines",10.39469,124.84034,PLDT,47282,43328,47.28,43.33,8,15,5,7
"Mataas Na Kahoy, Batangas, Philippines",13.97995,121.09656,Globe,163641,170718,163.64,170.72,6,15,5,7
"Inabanga, Bohol, Philippines",10.01418,124.09755,PLDT,24485,22541,24.49,22.54,35,15,3,5
"Bani, Pangasinan, Philippines",16.22291,119.85838,Converge,97104,139693,97.10,139.69,6,15,7,8
