Location Name,Latitude,Longitude,Provider,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps,Minimum Latency,Test Count,Sample Count,User Count
"Floridablanca, Pampanga, Philippines",14.9619,120.49471,PLDT Home Fiber,183711,169203,183.71,169.20,11,80,21,35
"Malvar, Batangas, Philippines",14.04329,121.15875,PLDT,85839,100819,85.84,100.82,10,79,26,39
"Tayug, Pangasinan, Philippines",16.01085,120.74649,PLDT Home Fiber,86697,94447,86.70,94.45,10,79,21,50
"City of Catbalogan, Samar, Philippines",11.85683,124.88449,PLDT,32397,49053,32.40,49.05,17,79,33,41
"Mercedes, Camarines Norte, Philippines",13.90012,123.06765,PLDT,85950,89925,85.95,89.93,6,79,12,17
"Calinog, Iloilo, Philippines",11.14579,122.51464,PLDT,47262,48143,47.26,48.14,20,79,24,28
"Pinan (New Pinan), Zamboanga del Norte, Philippines",8.39244,123.42714,PLDT Home Fiber,8770,8377,8.77,8.38,7,79,8,8
"Himamaylan, Negros Occidental, Philippines",10.10162,122.86995,PLDT Home Fiber,92481,93910,92.48,93.91,12,79,7,14
"Muñoz, Nueva Ecija, Philippines",15.70664,120.9029,Globe,118294,105233,118.29,105.23,5,79,33,51
"Camiling, Tarlac, Philippines",15.67495,120.41272,PLDT Home Fiber,45804,55355,45.80,55.36,14,79,24,33
"Catarman, Northern Samar, Philippines",12.44271,124.61927,Globe,94070,70699,94.07,70.70,11,79,27,38
"Kibawe, Bukidnon, Philippines",7.48878,125.06084,PLDT Home Fiber,139484,103237,139.48,103.24,9,78,26,39
"San Luis, Pampanga, Philippines",15.03986,120.81544,PLDT Home Fiber,91675,93301,91.68,93.30,10,78,30,45
"San Remigio, Antique, Philippines",10.90711,122.19731,PLDT,188465,169792,188.47,169.79,10,78,5,7
"Hagonoy, Bulacan, Philippines",14.83564,120.73371,PLDT Home Fiber,161203,145050,161.20,145.05,9,78,35,51
"Pateros, Metro Manila, Philippines",14.54838,121.07077,PLDT Home Fiber,290688,189997,290.69,190.00,3,78,30,41
"Cadiz City, Negros Occidental, Philippines",10.86192,123.23632,Globe,114240,104627,114.24,104.63,12,78,33,47
"Santa Maria, Pangasinan, Philippines",15.95523,120.7005,PLDT Home Fiber,65277,57542,65.28,57.54,11,78,30,37
"Lantapan, Bukidnon, Philippines",8.04797,124.97271,PLDT,93932,69481,93.93,69.48,8,77,29,42
"Navotas, Metro Manila, Philippines",14.65819,120.94743,PLDT,93517,95308,93.52,95.31,4,77,37,53
"City of Mati, Davao Oriental, Philippines",6.95722,126.15454,PLDT Home Fiber,87076,93643,87.08,93.64,12,77,25,37
"Tagum, Davao del Norte, Philippines",7.44742,125.80246,PLDT,94468,94670,94.47,94.67,8,77,29,47
"Tiaong, Quezon, Philippines",13.92962,121.34273,PLDT Home Fiber,87569,94457,87.57,94.46,3,77,21,37
"Sogod, Cebu, Philippines",10.77419,123.9527,Globe,94184,81736,94.18,81.74,18,76,29,39
"Quezon, Nueva Ecija, Philippines",15.56953,120.82692,PLDT Home Fiber,92366,92765,92.37,92.77,10,76,29,39
"Pagalungan, Maguindanao, Philippines",6.93298,124.75198,PLDT Home Fiber,95256,91543,95.26,91.54,12,76,25,37
"Quezon, Philippines",14.06282,122.11783,PLDT,41096,51082,41.10,51.08,14,75,4,8
"Carcar, Cebu, Philippines",10.10478,123.64147,PLDT,28119,28928,28.12,28.93,20,75,11,17
"San Quintin, Pangasinan, Philippines",15.9754,120.83841,PLDT Home Fiber,122519,96039,122.52,96.04,7,75,32,42
"Pagadian City, Zamboanga del Sur, Philippines",7.86265,123.37106,Globe,92404,65514,92.40,65.51,6,75,25,40
"Naval, Biliran, Philippines",11.56681,124.44201,Globe,137095,134187,137.10,134.19,23,75,14,20
"Cabuyao City, Laguna, Philippines",14.27433,121.11961,Globe,265683,209770,265.68,209.77,8,75,23,32
"Santo Tomas, Batangas, Philippines",14.08754,121.17764,PLDT,50907,54208,50.91,54.21,11,75,17,20
"Paniqui, Tarlac, Philippines",15.66603,120.53942,Converge,44824,72144,44.82,72.14,5,75,40,52
"Talavera, Nueva Ecija, Philippines",15.58575,120.9197,Globe,197774,108917,197.77,108.92,5,75,34,43
"Cavite, Philippines",14.48151,120.90833,PLDT,80126,92693,80.13,92.69,2,74,18,30
"San Pascual, Batangas, Philippines",13.81044,121.02204,Globe,215857,190119,215.86,190.12,5,74,26,30
"Mabalacat City, Pampanga, Philippines",15.24525,120.56567,Globe,112649,104684,112.65,104.68,6,74,20,34
"Tagbilaran City, Bohol, Philippines",9.6534,123.86703,Converge,150251,178327,150.25,178.33,27,74,31,50
"Cordova, Cebu, Philippines",10.25278,123.9494,Globe,108169,101809,108.17,101.81,4,74,20,23
"Marawi City, Lanao del Sur, Philippines",8.0292,124.29772,PLDT,47521,31300,47.52,31.30,20,74,33,47
"Dona Remedios Trinidad, Bulacan, Philippines",15.11427,121.21685,PLDT Home Fiber,68501,56799,68.50,56.80,10,74,20,27
"Maasin, Southern Leyte, Philippines",10.13272,124.84081,Globe,94526,94239,94.53,94.24,24,74,24,35
"Kitaotao, Bukidnon, Philippines",7.59444,125.10487,PLDT Home Fiber,55891,87287,55.89,87.29,9,73,29,46
"Majayjay, Laguna, Philippines",14.14491,121.46983,PLDT Home Fiber,96951,91253,96.95,91.25,8,73,20,39
"Hamtic, Antique, Philippines",10.65189,122.01555,PLDT,87585,102108,87.59,102.11,11,73,28,35
"Bagumbayan, Sultan Kudarat, Philippines",6.4606,124.55284,PLDT Home Fiber,30854,14119,30.85,14.12,20,73,11,12
"Baao, Camarines Sur, Philippines",13.49319,123.35984,PLDT,52361,56274,52.36,56.27,11,72,16,26
"City of Catbalogan, Samar, Philippines",11.85683,124.88449,Globe,113852,84292,113.85,84.29,16,72,20,34
"Sipocot, Camarines Sur, Philippines",13.83785,123.01136,PLDT,21596,38821,21.60,38.82,14,72,8,12
"Zaragoza, Nueva Ecija, Philippines",15.46003,120.79246,PLDT Home Fiber,77952,82212,77.95,82.21,12,72,15,25
"Rizal, Nueva Ecija, Philippines",15.69357,121.10229,PLDT Home Fiber,23161,18289,23.16,18.29,14,72,7,11
"Burgos, La Union, Philippines",16.53803,120.47033,PLDT Home Fiber,161213,165834,161.21,165.83,7,72,12,20
"Aroroy, Masbate, Philippines",12.38843,123.32617,Converge,75944,69273,75.94,69.27,19,71,12,14
"Candon City, Ilocos Sur, Philippines",17.19612,120.44729,PLDT Home Fiber,17987,121203,17.99,121.20,78,71,24,29
"Bayombong, Nueva Vizcaya, Philippines",16.48042,121.14813,PLDT,72590,53708,72.59,53.71,7,71,23,38
"Bayawan City, Negros Oriental, Philippines",9.53644,122.7633,PLDT,44733,89100,44.73,89.10,11,71,21,26
"Malita, Davao Occidental, Philippines",6.41184,125.61321,PLDT Home Fiber,141862,123030,141.86,123.03,11,71,15,17
"Talibon, Bohol, Philippines",10.11933,124.26439,PLDT Home Fiber,34391,50270,34.39,50.27,7,71,13,16
"Tublay, Benguet, Philippines",16.52924,120.62073,PLDT Home Fiber,89700,93564,89.70,93.56,9,71,27,38
"Asturias, Cebu, Philippines",10.60209,123.77412,PLDT Home Fiber,22426,20766,22.43,20.77,6,71,11,16
"City of Mati, Davao Oriental, Philippines",6.95722,126.15454,Globe,105530,109008,105.53,109.01,18,70,17,26
"Amadeo, Cavite, Philippines",14.18985,120.92452,Globe,87232,56276,87.23,56.28,6,70,20,33
"Valencia City, Bukidnon, Philippines",7.86319,125.17087,PLDT,78336,34878,78.34,34.88,10,70,14,19
"Dinalupihan, Bataan, Philippines",14.88605,120.44729,PLDT Home Fiber,158046,141177,158.05,141.18,8,70,30,39
"San Fernando, Cebu, Philippines",10.16316,123.70738,PLDT,7417,30024,7.42,30.02,29,70,14,19
"San Pascual, Batangas, Philippines",13.81044,121.02204,PLDT Home Fiber,139328,133746,139.33,133.75,7,70,26,33
"Cordon, Isabela, Philippines",16.67835,121.46847,PLDT Home Fiber,64296,80349,64.30,80.35,13,70,20,30
"Magalang, Pampanga, Philippines",15.21394,120.66181,PLDT,65979,48482,65.98,48.48,11,70,18,32
"Hinunangan, Southern Leyte, Philippines",10.39458,125.14888,PLDT,107180,135553,107.18,135.55,7,70,21,26
"City of Borongan, Eastern Samar, Philippines",11.61739,125.34663,Globe,135054,149931,135.05,149.93,24,70,21,31
"Laurel, Batangas, Philippines",14.05302,120.9073,PLDT Home Fiber,115372,145589,115.37,145.59,7,69,15,24
"Compostela, Cebu, Philippines",10.45408,124.013,PLDT,47039,48877,47.04,48.88,8,69,17,25
"Gapan City, Nueva Ecija, Philippines",15.29121,121.01057,Converge,197056,179371,197.06,179.37,6,69,29,35
"Tabaco City, Albay, Philippines",13.36138,123.72876,Globe,93319,67081,93.32,67.08,19,69,18,20
"Noveleta, Cavite, Philippines",14.42785,120.88009,PLDT Home Fiber,93404,100378,93.40,100.38,7,69,22,30
"Baras, Rizal, Philippines",14.53656,121.27408,PLDT,36035,36758,36.04,36.76,6,69,19,30
"Palayan City, Nueva Ecija, Philippines",15.53906,121.09083,PLDT,75232,72626,75.23,72.63,15,69,27,41
"General Tinio (Papaya), Nueva Ecija, Philippines",15.36345,121.21685,PLDT,38463,20644,38.46,20.64,11,69,21,36
"Guimba, Nueva Ecija, Philippines",15.65641,120.76767,Converge,190513,283016,190.51,283.02,4,68,20,32
"Ubay, Bohol, Philippines",10.05512,124.47421,PLDT,81022,89143,81.02,89.14,11,68,10,13
"Madridejos, Cebu, Philippines",11.25859,123.7406,PLDT,34798,28562,34.80,28.56,10,68,11,16
"Malay, Aklan, Philippines",11.93033,121.95191,PLDT Home Fiber,178579,70159,178.58,70.16,28,68,9,11
"Talavera, Nueva Ecija, Philippines",15.58575,120.9197,PLDT,89654,99659,89.65,99.66,10,68,8,15
"Alaminos City, Pangasinan, Philippines",16.15053,119.98562,Converge,119367,132363,119.37,132.36,5,68,27,34
"Anilao, Iloilo, Philippines",11.00026,122.74072,PLDT,30519,33916,30.52,33.92,11,68,16,20
"Binangonan, Rizal, Philippines",14.48441,121.1869,Converge,167383,136242,167.38,136.24,3,68,29,38
"Loboc, Bohol, Philippines",9.64737,124.04187,PLDT,49535,87861,49.54,87.86,18,68,22,29
"Naga, Cebu, Philippines",10.20764,123.75821,PLDT,104906,136753,104.91,136.75,4,68,21,30
"Cabatuan, Isabela, Philippines",16.92776,121.66253,PLDT Home Fiber,58129,78115,58.13,78.12,11,68,8,12
"Tabaco City, Albay, Philippines",13.36138,123.72876,Converge,100117,116999,100.12,117.00,4,67,15,26
"Sanchez-Mira, Cagayan, Philippines",18.53628,121.19395,PLDT Home Fiber,162282,159458,162.28,159.46,14,67,8,12
"Estancia, Iloilo, Philippines",11.45356,123.13515,PLDT,50537,43170,50.54,43.17,10,67,16,25
"Roxas, Isabela, Philippines",17.12035,121.61915,PLDT Home Fiber,51587,53440,51.59,53.44,12,67,21,30
"Calumpit, Bulacan, Philippines",14.91518,120.7662,PLDT,24687,60751,24.69,60.75,9,67,24,34
"Ozamiz, Misamis Occidental, Philippines",8.15,123.85033,Globe,116454,62681,116.45,62.68,12,67,19,23
"Santo Tomas, Batangas, Philippines",14.08754,121.17764,Converge,186133,187027,186.13,187.03,8,67,25,31
"Cavite, Philippines",14.48151,120.90833,Globe,248379,161237,248.38,161.24,4,67,12,19
"Mabini, Batangas, Philippines",13.72355,120.9073,Converge,26915,77211,26.92,77.21,7,67,8,12
"Ipil, Zamboanga Sibugay, Philippines",7.77318,122.57121,PLDT,46455,54469,46.46,54.47,17,67,26,39
"San Simon, Pampanga, Philippines",14.98432,120.75127,PLDT Home Fiber,88156,94082,88.16,94.08,8,66,33,45
"Muñoz, Nueva Ecija, Philippines",15.70664,120.9029,Converge,96528,131350,96.53,131.35,6,66,21,29
"Guimba, Nueva Ecija, Philippines",15.65641,120.76767,PLDT Home Fiber,51646,54235,51.65,54.24,13,66,24,39
"Manapla, Negros Occidental, Philippines",10.95795,123.12428,PLDT Home Fiber,65760,69780,65.76,69.78,5,66,10,12
"City of Batac, Ilocos Norte, Philippines",18.04961,120.59698,PLDT Home Fiber,140360,150127,140.36,150.13,9,66,17,24
"San Fernando, Cebu, Philippines",10.16316,123.70738,Globe,124824,127753,124.82,127.75,17,66,33,43
"San Miguel, Zamboanga del Sur, Philippines",7.69412,123.27003,PLDT,64957,48321,64.96,48.32,28,66,2,4
"Malay, Aklan, Philippines",11.93033,121.95191,Converge,94979,93998,94.98,94.00,14,65,22,38
"Gingoog City, Misamis Oriental, Philippines",8.81446,125.10406,PLDT Home Fiber,85111,78525,85.11,78.53,5,65,16,22
"Maasin, Southern Leyte, Philippines",10.13272,124.84081,PLDT Home Fiber,177150,206032,177.15,206.03,8,65,14,22
"Norzagaray, Bulacan, Philippines",14.89659,121.14813,PLDT,90218,49867,90.22,49.87,9,65,25,43
"Victorias, Negros Occidental, Philippines",10.901,123.07045,PLDT Home Fiber,91949,134591,91.95,134.59,6,65,15,24
"Oton, Iloilo, Philippines",10.69251,122.47868,PLDT,35356,31311,35.36,31.31,9,65,18,23
"Sagay City, Negros Occidental, Philippines",10.84555,123.37106,Globe,27190,30693,27.19,30.69,7,65,13,18
"Santiago, Isabela, Philippines",16.69679,121.55865,Globe,120826,105111,120.83,105.11,8,64,19,27
"Urdaneta City, Pangasinan, Philippines",15.98194,120.59698,Globe,118513,106439,118.51,106.44,4,64,22,25
"Tupi, South Cotabato, Philippines",6.33849,124.97271,PLDT Home Fiber,93487,95836,93.49,95.84,10,64,11,17
"Alicia, Isabela, Philippines",16.80691,121.69674,PLDT,72194,73756,72.19,73.76,15,64,34,36
"Pililla, Rizal, Philippines",14.44393,121.34273,PLDT Home Fiber,123654,185480,123.65,185.48,6,64,14,17
"Liloy, Zamboanga del Norte, Philippines",8.07325,122.69555,PLDT,53910,38594,53.91,38.59,23,64,8,14
"Calatagan, Batangas, Philippines",13.88203,120.6545,Globe,257999,156533,258.00,156.53,5,64,6,9
"Maria Aurora, Aurora, Philippines",15.75061,121.3999,PLDT,113257,121274,113.26,121.27,11,64,19,25
"Carmona, Cavite, Philippines",14.3135,121.05712,PLDT Home Fiber,142624,161770,142.62,161.77,5,63,27,40
"Lingayen, Pangasinan, Philippines",16.00973,120.22449,PLDT Home Fiber,94094,81453,94.09,81.45,13,63,13,20
"Baler, Aurora, Philippines",15.73361,121.57125,PLDT,58992,56442,58.99,56.44,14,63,19,24
"Candaba, Pampanga, Philippines",15.09289,120.8277,Converge,138648,86837,138.65,86.84,4,63,28,40
"Sagbayan, Bohol, Philippines",9.91005,124.08641,PLDT,64379,68138,64.38,68.14,17,63,16,24
"Ibaan, Batangas, Philippines",13.81895,121.13082,Globe,122081,115420,122.08,115.42,6,63,23,39
"Urdaneta City, Pangasinan, Philippines",15.98194,120.59698,PLDT,64170,67123,64.17,67.12,5,63,27,42
"Roxas, Oriental Mindoro, Philippines",12.62617,121.47989,PLDT Home Fiber,53463,52723,53.46,52.72,8,63,17,24
"San Isidro, Davao Oriental, Philippines",6.78235,126.11108,PLDT Home Fiber,34183,39325,34.18,39.33,13,63,5,6
"Jaen, Nueva Ecija, Philippines",15.39558,120.87286,Globe,115570,104388,115.57,104.39,4,63,16,17
"Bamban, Tarlac, Philippines",15.2885,120.57044,PLDT Home Fiber,53526,48135,53.53,48.14,11,62,9,16
"Guagua, Pampanga, Philippines",14.96374,120.63244,PLDT,26356,58527,26.36,58.53,12,62,26,37
"Carcar, Cebu, Philippines",10.10478,123.64147,Globe,93320,103341,93.32,103.34,7,62,15,24
"Alaminos City, Pangasinan, Philippines",16.15053,119.98562,PLDT Home Fiber,89232,152642,89.23,152.64,8,62,19,26
"Isabela, Basilan, Philippines",6.70387,121.9799,Globe,120489,107807,120.49,107.81,15,62,11,19
"Tanay, Rizal, Philippines",14.61419,121.37703,PLDT,51558,55028,51.56,55.03,13,61,20,28
"Panabo City, Davao del Norte, Philippines",7.30822,125.68662,Globe,113577,62506,113.58,62.51,10,61,25,27
"Carranglan, Nueva Ecija, Philippines",15.97584,121.03351,PLDT Home Fiber,92953,145333,92.95,145.33,10,61,10,17
"Kiamba, Sarangani, Philippines",6.00076,124.70777,PLDT Home Fiber,44081,38889,44.08,38.89,11,61,14,23
"Guiguinto, Bulacan, Philippines",14.82832,120.88429,Globe,119650,115655,119.65,115.66,8,61,25,29
"Lamut, Ifugao, Philippines",16.68241,121.19395,PLDT Home Fiber,100525,105996,100.53,106.00,12,61,27,39
"Infanta, Quezon, Philippines",14.74071,121.6451,PLDT Home Fiber,175378,173985,175.38,173.99,11,61,16,24
"Barotac Viejo, Iloilo, Philippines",11.10187,122.87613,PLDT,38542,60685,38.54,60.69,10,61,17,23
"Cuenca, Batangas, Philippines",13.9144,121.05071,Globe,291574,219174,291.57,219.17,7,61,24,36
"Pigkawayan, Cotabato, Philippines",7.27922,124.43092,PLDT Home Fiber,166369,149113,166.37,149.11,12,61,19,29
"San Jose, Batangas, Philippines",13.87868,121.09942,PLDT,155627,160303,155.63,160.30,6,61,22,29
"Tanauan City, Batangas, Philippines",14.08354,121.14762,Converge,79907,80784,79.91,80.78,8,60,17,36
"Pinamalayan, Oriental Mindoro, Philippines",13.01533,121.37703,PLDT,58701,72358,58.70,72.36,12,60,17,20
"Toboso, Negros Occidental, Philippines",10.71769,123.46077,PLDT,26947,53574,26.95,53.57,7,60,19,29
"Tabogon, Cebu, Philippines",10.92395,123.9973,Globe,93422,94404,93.42,94.40,23,60,25,36
"Odiongan, Romblon, Philippines",12.36445,122.01555,PLDT,23243,22452,23.24,22.45,10,60,28,38
"Batad, Iloilo, Philippines",11.40014,123.09015,Converge,83637,78334,83.64,78.33,14,60,7,10
"Pilar, Sorsogon, Philippines",12.97477,123.6847,PLDT,51736,46100,51.74,46.10,8,60,8,11
"Victoria, Tarlac, Philippines",15.59077,120.68901,PLDT Home Fiber,93692,92890,93.69,92.89,12,60,27,32
"Mawab, Davao de Oro, Philippines",7.51701,125.937,PLDT,48313,52786,48.31,52.79,8,60,14,16
"Polomolok, South Cotabato, Philippines",6.22451,125.06084,PLDT,65132,69708,65.13,69.71,20,60,25,32
"Ilog, Negros Occidental, Philippines",9.8785,122.72943,PLDT,31794,28830,31.79,28.83,7,60,11,14
"Pavia, Iloilo, Philippines",10.7748,122.54261,Globe,58615,53741,58.62,53.74,4,60,20,33
"Nasugbu, Batangas, Philippines",14.09404,120.68901,PLDT,31067,48074,31.07,48.07,9,59,12,23
"Bugallon, Pangasinan, Philippines",15.92022,120.18202,PLDT Home Fiber,92029,51864,92.03,51.86,5,59,6,14
"Kapalong, Davao del Norte, Philippines",7.82951,125.522,PLDT Home Fiber,73046,94710,73.05,94.71,12,59,23,29
"Norala, South Cotabato, Philippines",6.5061,124.66353,PLDT Home Fiber,42170,32531,42.17,32.53,13,59,15,16
"Silay, Negros Occidental, Philippines",10.79968,122.97605,Globe,52887,90606,52.89,90.61,4,59,16,20
"Daraga, Albay, Philippines",13.12278,123.69588,PLDT,94225,98784,94.23,98.78,8,58,23,32
"Castilla, Sorsogon, Philippines",12.95518,123.8188,Converge,113327,82193,113.33,82.19,16,58,4,9
"Tabaco City, Albay, Philippines",13.36138,123.72876,PLDT,168064,208375,168.06,208.38,12,58,10,16
"Sibulan, Negros Oriental, Philippines",9.35972,123.28476,PLDT,129803,128621,129.80,128.62,10,58,18,21
"Rosario, Batangas, Philippines",13.80433,121.28552,Converge,109726,171086,109.73,171.09,13,58,21,33
"Dauis, Bohol, Philippines",9.60401,123.82996,Converge,110604,149823,110.60,149.82,27,58,27,36
"Subic, Zambales, Philippines",14.83066,120.18202,PLDT,153344,114709,153.34,114.71,9,58,14,28
"Gapan City, Nueva Ecija, Philippines",15.29121,121.01057,PLDT,19435,24612,19.44,24.61,9,58,4,9
"Pilar, Bohol, Philippines",9.84115,124.35324,PLDT,82865,93338,82.87,93.34,13,58,22,32
"Samal, Davao del Norte, Philippines",7.08352,125.70578,PLDT Home Fiber,173396,159846,173.40,159.85,7,57,26,32
"General Mariano Alvarez, Cavite, Philippines",14.29525,121.0071,Globe,256869,234824,256.87,234.82,6,57,26,35
"Koronadal, South Cotabato, Philippines",6.50044,124.84333,Globe,61324,95692,61.32,95.69,6,57,23,29
"San Jose City, Nueva Ecija, Philippines",15.79188,120.99008,Converge,129485,137150,129.49,137.15,6,57,23,36
"Toboso, Negros Occidental, Philippines",10.71769,123.46077,PLDT Home Fiber,91320,94179,91.32,94.18,5,57,15,22
"Santo Domingo, Nueva Ecija, Philippines",15.61284,120.88434,PLDT Home Fiber,54416,52884,54.42,52.88,12,57,15,26
"Bacacay, Albay, Philippines",13.29586,123.87462,Converge,152165,116416,152.17,116.42,5,57,12,19
"Bacong, Negros Oriental, Philippines",9.24338,123.27003,PLDT Home Fiber,149804,139031,149.80,139.03,9,57,20,24
"Manaoag, Pangasinan, Philippines",16.04627,120.4876,PLDT,20658,18764,20.66,18.76,13,56,7,8
"Lubao, Pampanga, Philippines",14.92678,120.58795,PLDT,63950,59480,63.95,59.48,12,56,25,31
"Miagao, Iloilo, Philippines",10.64201,122.23632,PLDT,30826,45119,30.83,45.12,9,56,17,22
"Santo Nino, South Cotabato, Philippines",6.44221,124.67459,PLDT Home Fiber,107072,48156,107.07,48.16,13,56,15,21
"Pateros, Metro Manila, Philippines",14.54838,121.07077,Converge,97910,93771,97.91,93.77,3,56,24,36
"Maitum, Sarangani, Philippines",6.12408,124.48636,PLDT Home Fiber,50667,45045,50.67,45.05,14,56,16,20
"Angat, Bulacan, Philippines",14.92586,121.02204,Converge,100116,51243,100.12,51.24,8,56,16,23
"Ronda, Cebu, Philippines",9.99214,123.44956,PLDT Home Fiber,190760,154525,190.76,154.53,6,56,22,36
"Bantayan, Cebu, Philippines",11.18041,123.7406,PLDT,37395,67552,37.40,67.55,10,56,12,18
"Dumaguete City, Negros Oriental, Philippines",9.29841,123.29249,Converge,99220,105808,99.22,105.81,17,56,21,28
"Echague, Isabela, Philippines",16.66606,121.78792,PLDT,39808,24923,39.81,24.92,14,56,13,20
"Escalante City, Negros Occidental, Philippines",10.84117,123.49908,PLDT,140163,143898,140.16,143.90,7,55,22,34
"Lumban, Laguna, Philippines",14.29353,121.52558,PLDT,108556,57200,108.56,57.20,7,55,9,12
"Alabel, Sarangani, Philippines",6.10416,125.28792,PLDT Home Fiber,26667,25228,26.67,25.23,11,55,14,19
"Camalig, Albay, Philippines",13.14101,123.63996,Converge,43086,28459,43.09,28.46,14,55,8,17
"Navotas, Metro Manila, Philippines",14.65819,120.94743,Globe,144200,108264,144.20,108.26,4,55,14,23
"Paracale, Camarines Norte, Philippines",14.23721,122.78588,PLDT Home Fiber,63827,60317,63.83,60.32,8,55,10,13
"Binalbagan, Negros Occidental, Philippines",10.10918,123.01136,PLDT,116352,69942,116.35,69.94,14,55,12,20
"Libungan, Cotabato, Philippines",7.31637,124.53068,PLDT Home Fiber,39467,38613,39.47,38.61,11,55,14,21
"Lagonoy, Camarines Sur, Philippines",13.86688,123.48319,Converge,42112,51176,42.11,51.18,3,55,3,8
"Bulakan, Bulacan, Philippines",14.79484,120.87889,Converge,97437,86811,97.44,86.81,7,55,14,28
"Hinigaran, Negros Occidental, Philippines",10.27479,122.92123,PLDT Home Fiber,128022,89698,128.02,89.70,10,55,14,20
"San Jose de Buenavista, Antique, Philippines",10.74901,121.94128,PLDT Home Fiber,81891,117106,81.89,117.11,8,54,17,22
"Gubat, Sorsogon, Philippines",12.92415,124.09755,PLDT,119057,66397,119.06,66.40,9,54,9,16
"Banisilan, Cotabato, Philippines",7.53701,124.72988,PLDT Home Fiber,137125,156323,137.13,156.32,9,54,8,13
"Tagkawayan, Quezon, Philippines",13.96843,122.53376,Converge,108191,128346,108.19,128.35,12,54,5,8
"Tabogon, Cebu, Philippines",10.92395,123.9973,PLDT Home Fiber,60443,115321,60.44,115.32,6,54,10,14
"Silay, Negros Occidental, Philippines",10.79968,122.97605,Converge,222895,225992,222.90,225.99,14,54,12,17
"Tampakan, South Cotabato, Philippines",6.49121,125.08286,PLDT Home Fiber,171949,126591,171.95,126.59,10,54,9,12
"City of Bayugan, Agusan del Sur, Philippines",8.71381,125.74865,PLDT Home Fiber,75214,68399,75.21,68.40,11,54,14,17
"Santa Cruz, Davao del Sur, Philippines",6.83551,125.41659,PLDT Home Fiber,50247,51733,50.25,51.73,9,54,22,30
"City of Baybay, Leyte, Philippines",10.66858,124.80409,Globe,59056,52604,59.06,52.60,19,53,17,22
"San Pablo City, Laguna, Philippines",14.06422,121.32326,Globe,217746,216039,217.75,216.04,8,53,18,20
"Santo Tomas, Davao del Norte, Philippines",7.50929,125.63142,PLDT,114825,35620,114.83,35.62,18,53,2,6
"Victoria, Laguna, Philippines",14.19678,121.34273,PLDT Home Fiber,93595,272138,93.60,272.14,7,53,11,21
"Gattaran, Cagayan, Philippines",18.07365,121.87903,PLDT,50618,44318,50.62,44.32,14,53,18,21
"Naguilian, La Union, Philippines",16.52435,120.42424,Converge,205140,172088,205.14,172.09,3,53,14,15
"M'lang, Cotabato, Philippines",6.93822,124.90655,PLDT Home Fiber,198958,189413,198.96,189.41,11,53,21,28
"General Mariano Alvarez, Cavite, Philippines",14.29525,121.0071,Converge,185864,262603,185.86,262.60,7,53,18,31
"Angat, Bulacan, Philippines",14.92586,121.02204,Globe,198005,188706,198.01,188.71,8,53,16,23
"Pavia, Iloilo, Philippines",10.7748,122.54261,Converge,41013,36497,41.01,36.50,14,53,10,17
"Castillejos, Zambales, Philippines",14.94382,120.19357,PLDT Home Fiber,89708,161103,89.71,161.10,9,52,14,17
"Ozamiz, Misamis Occidental, Philippines",8.15,123.85033,PLDT,81122,92583,81.12,92.58,24,52,18,27
"Santo Domingo, Albay, Philippines",13.25265,123.76295,Converge,189438,205751,189.44,205.75,14,52,5,15
"City Of Bislig, Surigao del Sur, Philippines",8.21006,126.28478,PLDT Home Fiber,62521,77934,62.52,77.93,9,52,14,20
"Nasugbu, Batangas, Philippines",14.09404,120.68901,Converge,293617,326460,293.62,326.46,7,52,19,38
"La Paz, Tarlac, Philippines",15.4497,120.7235,Converge,83652,91105,83.65,91.11,5,52,14,28
"Calabanga, Camarines Sur, Philippines",13.71633,123.28126,PLDT,36646,53862,36.65,53.86,19,52,19,29
"Koronadal, South Cotabato, Philippines",6.50044,124.84333,PLDT,11455,10130,11.46,10.13,11,52,8,11
"Lambunao, Iloilo, Philippines",11.12265,122.37876,Globe,130637,91465,130.64,91.47,14,52,7,8
"San Jose, Camarines Sur, Philippines",13.68724,123.53921,PLDT Home Fiber,156934,151697,156.93,151.70,34,52,15,21
"Quezon, Nueva Ecija, Philippines",15.56953,120.82692,PLDT,88195,142501,88.20,142.50,8,52,22,28
"Limay, Bataan, Philippines",14.53661,120.56245,PLDT Home Fiber,86603,96849,86.60,96.85,8,52,23,33
"Malidegao, Philippines",7.12941,124.67431,PLDT Home Fiber,76874,94518,76.87,94.52,12,52,23,32
"Surigao, Surigao del Norte, Philippines",9.79022,125.49311,Globe,58763,48862,58.76,48.86,16,52,15,22
"Mapandan, Pangasinan, Philippines",16.02726,120.45379,PLDT Home Fiber,94350,99083,94.35,99.08,7,52,24,35
"Glan, Sarangani, Philippines",5.82205,125.20413,PLDT Home Fiber,26085,38355,26.09,38.36,11,52,10,18
"Lucban, Quezon, Philippines",14.1144,121.55472,Converge,56457,57346,56.46,57.35,7,51,19,36
"Bulusan, Sorsogon, Philippines",12.76544,124.09755,Converge,93466,118096,93.47,118.10,4,51,3,3
"Talaingod, Davao del Norte, Philippines",7.68339,125.522,Globe,63949,54907,63.95,54.91,5,51,20,32
"Guimba, Nueva Ecija, Philippines",15.65641,120.76767,Globe,95969,94639,95.97,94.64,7,51,27,36
