Location Name,Latitude,Longitude,Provider,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps,Minimum Latency,Test Count,Sample Count,User Count
"San Jose, Tarlac, Philippines",15.42002,120.29742,Converge,88932,43888,88.93,43.89,10,31,8,14
"Atok, Benguet, Philippines",16.59745,120.68901,PLDT Home Fiber,137967,309792,137.97,309.79,6,31,4,8
"City of Cabadbaran, Agusan Del Norte, Philippines",9.14092,125.697,PLDT Home Fiber,38076,37567,38.08,37.57,11,31,5,9
"Pontevedra, Negros Occidental, Philippines",10.35266,122.92123,PLDT Home Fiber,86958,91436,86.96,91.44,17,31,12,15
"Upi, Maguindanao, Philippines",6.997,124.19769,PLDT,32289,30892,32.29,30.89,37,30,3,3
"Orion, Bataan, Philippines",14.61604,120.56431,Converge,78331,186965,78.33,186.97,12,30,3,6
"San Simon, Pampanga, Philippines",14.98432,120.75127,Converge,192076,183762,192.08,183.76,2,30,19,20
"Cordon, Isabela, Philippines",16.67835,121.46847,PLDT Home Fiber,24221,25293,24.22,25.29,18,30,8,13
"Concepcion, Tarlac, Philippines",15.324,120.65596,Globe,292626,301101,292.63,301.10,3,30,11,14
"Oton, Iloilo, Philippines",10.69251,122.47868,Globe,141207,74957,141.21,74.96,5,30,11,14
"Lala, Lanao del Norte, Philippines",7.9486,123.76295,PLDT Home Fiber,49657,24414,49.66,24.41,9,30,4,4
"Koronadal, South Cotabato, Philippines",6.50044,124.84333,Globe,263883,209262,263.88,209.26,6,30,9,12
"Quezon, Bukidnon, Philippines",7.71645,125.17087,PLDT Home Fiber,42152,47957,42.15,47.96,11,30,8,10
"Valencia City, Bukidnon, Philippines",7.86319,125.17087,PLDT Home Fiber,106931,98202,106.93,98.20,4,30,13,19
"Pantukan, Davao de Oro, Philippines",7.20012,126.04584,PLDT Home Fiber,18246,93352,18.25,93.35,9,30,6,13
"Sultan Kudarat (Nuling), Maguindanao, Philippines",7.26221,124.30883,PLDT Home Fiber,18837,18301,18.84,18.30,12,30,7,11
"Kidapawan, Cotabato, Philippines",7.02127,125.09019,Converge,93207,175215,93.21,175.22,5,30,14,19
"Tanjay City, Negros Oriental, Philippines",9.49579,122.9663,PLDT Home Fiber,95105,141563,95.11,141.56,6,30,12,15
"Bangued, Abra, Philippines",17.58818,120.63149,Globe,286322,422861,286.32,422.86,7,29,5,6
"San Francisco (Aurora), Quezon, Philippines",13.29776,122.5599,Converge,340040,77910,340.04,77.91,12,29,4,5
"San Manuel, Pangasinan, Philippines",16.10561,120.67751,Converge,259466,271729,259.47,271.73,4,29,1,3
"Santo Tomas, Batangas, Philippines",14.08754,121.17764,Globe,118175,120990,118.18,120.99,9,29,10,14
"Santa Barbara, Iloilo, Philippines",10.82707,122.53265,PLDT Home Fiber,116566,123588,116.57,123.59,13,29,6,8
"Rosario, Cavite, Philippines",14.41672,120.85471,PLDT,106960,108381,106.96,108.38,7,29,10,13
"Tanay, Rizal, Philippines",14.61419,121.37703,PLDT Home Fiber,136751,117176,136.75,117.18,3,29,14,16
"San Fernando City, La Union, Philippines",16.61592,120.32102,PLDT,88736,91250,88.74,91.25,3,29,16,21
"Pili, Camarines Sur, Philippines",13.55521,123.28126,Globe,119167,106598,119.17,106.60,13,29,7,9
"City of Santa Rosa, Laguna, Philippines",14.31471,121.11232,Globe,160810,186708,160.81,186.71,6,29,15,21
"Carmen, Davao del Norte, Philippines",7.35492,125.704,PLDT Home Fiber,157233,93815,157.23,93.82,7,29,9,13
"City of Borongan, Eastern Samar, Philippines",11.61739,125.34663,PLDT Home Fiber,126215,106359,126.22,106.36,8,29,3,7
"Aloran, Misamis Occidental, Philippines",8.41606,123.82447,PLDT,32839,43269,32.84,43.27,26,29,7,7
"Silay, Negros Occidental, Philippines",10.79968,122.97605,PLDT,99637,138057,99.64,138.06,25,29,16,21
"Carcar, Cebu, Philippines",10.10478,123.64147,PLDT,38566,38410,38.57,38.41,21,29,7,9
"Bombon, Camarines Sur, Philippines",13.68199,123.20823,PLDT Home Fiber,109113,170064,109.11,170.06,8,29,2,3
"Paracale, Camarines Norte, Philippines",14.23721,122.78588,PLDT Home Fiber,169320,175199,169.32,175.20,7,29,9,14
"Tapaz, Capiz, Philippines",11.28689,122.49201,PLDT,52747,54902,52.75,54.90,16,29,16,17
"Mayantoc, Tarlac, Philippines",15.5632,120.32049,PLDT,95273,133885,95.27,133.89,8,29,4,8
"Magalang, Pampanga, Philippines",15.21394,120.66181,Converge,72741,82936,72.74,82.94,4,29,11,16
"Kabacan, Cotabato, Philippines",7.10719,124.84034,PLDT Home Fiber,61168,36655,61.17,36.66,11,28,7,8
"Bayombong, Nueva Vizcaya, Philippines",16.48042,121.14813,PLDT,101201,140034,101.20,140.03,6,28,8,15
"Balamban, Cebu, Philippines",10.48585,123.77412,PLDT,105420,109141,105.42,109.14,5,28,6,12
"Gumaca, Quezon, Philippines",13.89105,122.10647,PLDT,103493,155150,103.49,155.15,6,28,11,17
"Compostela, Cebu, Philippines",10.45408,124.013,PLDT Home Fiber,98036,133984,98.04,133.98,8,28,14,19
"Kabankalan City, Negros Occidental, Philippines",9.91341,122.85358,PLDT,57600,86717,57.60,86.72,10,28,11,16
"Los Baños, Laguna, Philippines",14.17731,121.22161,Converge,290367,368204,290.37,368.20,6,28,6,15
"Roxas, Isabela, Philippines",17.12035,121.61915,PLDT Home Fiber,30478,33980,30.48,33.98,14,28,9,13
"Anao, Tarlac, Philippines",15.7435,120.61424,PLDT,19058,40122,19.06,40.12,14,28,16,22
"Alaminos City, Pangasinan, Philippines",16.15053,119.98562,PLDT Home Fiber,94225,95272,94.23,95.27,11,28,9,15
"General Mariano Alvarez, Cavite, Philippines",14.29525,121.0071,Converge,296716,211467,296.72,211.47,7,28,7,14
"Floridablanca, Pampanga, Philippines",14.9619,120.49471,PLDT,67532,72202,67.53,72.20,13,28,10,13
"Leon B. Postigo (Bacungan), Zamboanga del Norte, Philippines",8.06985,122.94377,PLDT Home Fiber,11433,93437,11.43,93.44,45,28,2,2
"La Trinidad, Benguet, Philippines",16.44844,120.59047,PLDT,70912,68462,70.91,68.46,6,27,11,16
"Calapan City, Oriental Mindoro, Philippines",13.36643,121.19395,PLDT,61593,80483,61.59,80.48,14,27,19,21
"Guiguinto, Bulacan, Philippines",14.82832,120.88429,PLDT,185343,188223,185.34,188.22,5,27,11,18
"San Luis, Batangas, Philippines",13.8406,120.95321,Globe,59634,52927,59.63,52.93,6,27,11,19
"San Isidro, Davao Oriental, Philippines",6.78235,126.11108,PLDT Home Fiber,21490,10489,21.49,10.49,16,27,3,5
"Zaragoza, Nueva Ecija, Philippines",15.46003,120.79246,Globe,345087,261436,345.09,261.44,4,27,12,23
"Tigaon, Camarines Sur, Philippines",13.61703,123.47198,Converge,90271,77040,90.27,77.04,15,27,3,7
"Jaen, Nueva Ecija, Philippines",15.39558,120.87286,PLDT Home Fiber,166980,68149,166.98,68.15,13,27,14,20
"Atok, Benguet, Philippines",16.59745,120.68901,Converge,49869,39365,49.87,39.37,6,27,2,2
"Angat, Bulacan, Philippines",14.92586,121.02204,PLDT Home Fiber,105896,169219,105.90,169.22,8,27,11,13
"Makilala, Cotabato, Philippines",6.92343,125.08286,PLDT Home Fiber,111202,182469,111.20,182.47,11,27,11,16
"San Mateo, Isabela, Philippines",16.87673,121.59408,PLDT Home Fiber,75460,61194,75.46,61.19,11,27,8,14
"Alaminos, Laguna, Philippines",14.0454,121.25119,PLDT Home Fiber,104497,186766,104.50,186.77,10,27,8,14
"Carles, Iloilo, Philippines",11.55216,123.13515,PLDT,14636,24844,14.64,24.84,12,27,5,5
"San Jose, Camarines Sur, Philippines",13.68724,123.53921,PLDT,9626,9524,9.63,9.52,37,27,3,5
"Baliwag, Bulacan, Philippines",14.96569,120.89431,Converge,222784,263337,222.78,263.34,6,27,14,18
"Moncada, Tarlac, Philippines",15.73756,120.55094,PLDT Home Fiber,162784,179267,162.78,179.27,12,27,5,10
"Ipil, Zamboanga Sibugay, Philippines",7.77318,122.57121,PLDT,215135,245827,215.14,245.83,19,27,7,10
"Tubigon, Bohol, Philippines",9.9145,123.96385,PLDT Home Fiber,89335,174554,89.34,174.55,6,27,7,8
"Tabaco City, Albay, Philippines",13.36138,123.72876,Converge,203399,145741,203.40,145.74,4,27,8,14
"Ramon, Isabela, Philippines",16.8047,121.52558,PLDT Home Fiber,60502,93634,60.50,93.63,12,27,5,9
"Malita, Davao Occidental, Philippines",6.41184,125.61321,PLDT Home Fiber,10102,30819,10.10,30.82,13,27,3,3
"Naujan, Oriental Mindoro, Philippines",13.24381,121.19395,PLDT Home Fiber,176110,123854,176.11,123.85,4,27,7,9
"Hermosa, Bataan, Philippines",14.83566,120.47709,PLDT Home Fiber,106523,189361,106.52,189.36,7,27,11,18
"Catarman, Northern Samar, Philippines",12.44271,124.61927,Globe,97832,103808,97.83,103.81,12,27,11,17
"Moalboal, Cebu, Philippines",9.93681,123.42714,Globe,53780,55461,53.78,55.46,16,26,6,16
"Samal, Davao del Norte, Philippines",7.08352,125.70578,PLDT Home Fiber,93882,86600,93.88,86.60,9,26,7,13
"Manaoag, Pangasinan, Philippines",16.04627,120.4876,PLDT,224339,212186,224.34,212.19,8,26,2,5
"Dolores, Quezon, Philippines",14.00193,121.41133,PLDT Home Fiber,93717,186909,93.72,186.91,3,26,10,19
"Lumban, Laguna, Philippines",14.29353,121.52558,PLDT,329832,289126,329.83,289.13,18,26,14,21
"Opol, Misamis Oriental, Philippines",8.52263,124.57239,Globe,59047,90954,59.05,90.95,10,26,5,6
"Zamboanguita, Negros Oriental, Philippines",9.13189,123.1464,PLDT Home Fiber,251811,299119,251.81,299.12,10,26,5,8
"Ibaan, Batangas, Philippines",13.81895,121.13082,PLDT Home Fiber,72583,98813,72.58,98.81,4,26,11,13
"New Washington, Aklan, Philippines",11.6466,122.39009,PLDT Home Fiber,1814,6464,1.81,6.46,28,26,1,3
"Aliaga, Nueva Ecija, Philippines",15.51204,120.86138,Globe,267339,182037,267.34,182.04,4,26,10,19
"Solano, Nueva Vizcaya, Philippines",16.51774,121.18012,Globe,205585,183577,205.59,183.58,13,26,7,11
"Esperanza, Sultan Kudarat, Philippines",6.70074,124.48636,PLDT Home Fiber,88464,34753,88.46,34.75,13,26,9,10
"Maco, Davao de Oro, Philippines",7.40845,125.937,Globe,135127,132558,135.13,132.56,16,26,14,17
"San Francisco, Agusan del Sur, Philippines",8.44573,125.95878,PLDT Home Fiber,106656,128886,106.66,128.89,6,26,12,16
"Alcala, Cagayan, Philippines",17.90497,121.65113,Converge,289482,291508,289.48,291.51,12,26,12,21
"Gasan, Marinduque, Philippines",13.32138,121.89041,PLDT Home Fiber,151435,232009,151.44,232.01,7,26,5,6
"Talibon, Bohol, Philippines",10.11933,124.26439,PLDT,37104,38765,37.10,38.77,77,26,2,4
"Passi City, Iloilo, Philippines",11.1688,122.65035,PLDT,43163,37839,43.16,37.84,11,26,8,15
"Lubao, Pampanga, Philippines",14.92678,120.58795,PLDT,148522,62651,148.52,62.65,12,26,5,7
"Santa Cruz, Laguna, Philippines",14.26911,121.41133,PLDT,49242,77122,49.24,77.12,13,26,7,13
"Burauen, Leyte, Philippines",10.97109,124.84034,PLDT Home Fiber,72300,93013,72.30,93.01,17,26,11,17
"Silay, Negros Occidental, Philippines",10.79968,122.97605,Converge,238034,221788,238.03,221.79,17,26,10,17
"Pakil, Laguna, Philippines",14.3694,121.39418,Converge,285324,339265,285.32,339.27,11,25,6,8
"Tupi, South Cotabato, Philippines",6.33849,124.97271,PLDT Home Fiber,94475,97901,94.48,97.90,11,25,6,11
"Bago, Negros Occidental, Philippines",10.53757,122.83609,PLDT,17864,29333,17.86,29.33,10,25,8,14
"San Carlos City, Pangasinan, Philippines",15.92589,120.34827,PLDT,306619,207197,306.62,207.20,5,25,8,11
"Dauis, Bohol, Philippines",9.60401,123.82996,PLDT Home Fiber,112258,152170,112.26,152.17,11,25,11,15
"Infanta, Quezon, Philippines",14.74071,121.6451,PLDT Home Fiber,173736,152751,173.74,152.75,10,25,12,16
"Camalig, Albay, Philippines",13.14101,123.63996,Converge,81049,33070,81.05,33.07,19,25,14,17
"Dona Remedios Trinidad, Bulacan, Philippines",15.11427,121.21685,PLDT Home Fiber,103091,48227,103.09,48.23,4,25,14,17
"Alicia, Isabela, Philippines",16.80691,121.69674,PLDT Home Fiber,60173,79452,60.17,79.45,12,25,6,11
"Oton, Iloilo, Philippines",10.69251,122.47868,Converge,195472,140214,195.47,140.21,17,25,12,17
"Maasin, Southern Leyte, Philippines",10.13272,124.84081,Globe,132908,96832,132.91,96.83,23,25,9,13
"Bauang, La Union, Philippines",16.51433,120.35508,PLDT Home Fiber,96588,61518,96.59,61.52,3,25,8,11
"Pandi, Bulacan, Philippines",14.87572,120.95941,PLDT,92810,102184,92.81,102.18,11,25,12,17
"Kumalarang, Zamboanga del Sur, Philippines",7.7703,123.1464,PLDT Home Fiber,381558,238086,381.56,238.09,9,25,2,5
"San Marcelino, Zambales, Philippines",15.02605,120.27435,Converge,58798,53426,58.80,53.43,4,25,5,5
"Lupao, Nueva Ecija, Philippines",15.84768,120.91878,Converge,101825,126189,101.83,126.19,6,25,5,9
"Bogo City, Cebu, Philippines",11.04623,124.00287,Globe,185018,160988,185.02,160.99,6,25,8,10
"Pio Duran, Albay, Philippines",13.0473,123.46077,Converge,95052,15518,95.05,15.52,19,25,5,8
"Baclayon, Bohol, Philippines",9.63237,123.91925,PLDT,39609,94076,39.61,94.08,18,25,7,10
"Ipil, Zamboanga Sibugay, Philippines",7.77318,122.57121,PLDT Home Fiber,120512,163763,120.51,163.76,19,25,8,14
"Bacolor, Pampanga, Philippines",14.99692,120.65235,Converge,102521,97862,102.52,97.86,4,25,11,20
"Arakan, Cotabato, Philippines",7.35122,125.17087,PLDT Home Fiber,76142,74760,76.14,74.76,8,25,11,14
"Kalibo, Aklan, Philippines",11.70734,122.36986,PLDT Home Fiber,90395,95507,90.40,95.51,18,25,5,8
"Lemery, Iloilo, Philippines",11.21441,122.92123,Converge,1954,1813,1.95,1.81,31,25,1,4
"Llanera, Nueva Ecija, Philippines",15.66623,121.01057,PLDT,75735,24535,75.74,24.54,19,25,7,11
"San Felipe, Zambales, Philippines",15.07931,120.12429,PLDT Home Fiber,207869,183452,207.87,183.45,18,25,6,8
"Dapitan City, Zamboanga del Norte, Philippines",8.58118,123.42714,PLDT,94159,34853,94.16,34.85,6,25,13,19
"El Nido, Palawan, Philippines",11.19892,119.42317,Globe,172189,161021,172.19,161.02,14,25,11,12
"Mallig, Isabela, Philippines",17.15803,121.61307,Converge,18173,18503,18.17,18.50,10,25,1,2
"Bakun, Benguet, Philippines",16.80796,120.68901,PLDT Home Fiber,95810,120894,95.81,120.89,7,25,6,14
"Real, Quezon, Philippines",14.54569,121.55983,Converge,139303,203175,139.30,203.18,7,24,7,9
"San Mateo, Rizal, Philippines",14.69539,121.11767,PLDT,206237,208995,206.24,209.00,5,24,9,13
"Javier, Leyte, Philippines",10.76718,124.92861,PLDT,46059,48972,46.06,48.97,42,24,8,9
"Makilala, Cotabato, Philippines",6.92343,125.08286,Converge,19136,21368,19.14,21.37,3,24,4,7
"Victorias, Negros Occidental, Philippines",10.901,123.07045,PLDT,56390,58627,56.39,58.63,14,24,11,13
"Badian, Cebu, Philippines",9.83209,123.41593,PLDT Home Fiber,159104,245991,159.10,245.99,8,24,5,7
"Butig, Lanao del Sur, Philippines",7.69371,124.31993,PLDT,90276,70250,90.28,70.25,43,24,6,12
"Santa Catalina, Negros Oriental, Philippines",9.28676,122.94377,PLDT,28644,27233,28.64,27.23,11,24,6,6
"Bagabag, Nueva Vizcaya, Philippines",16.58337,121.28552,PLDT Home Fiber,197632,262935,197.63,262.94,11,24,6,10
"Tacurong City, Sultan Kudarat, Philippines",6.6866,124.66353,Globe,120652,144737,120.65,144.74,6,24,6,9
"Talitay, Maguindanao, Philippines",7.04528,124.38654,PLDT,87093,81232,87.09,81.23,11,24,13,15
"T'boli, South Cotabato, Philippines",6.14683,124.90655,PLDT Home Fiber,97852,40708,97.85,40.71,10,24,6,9
"Indang, Cavite, Philippines",14.19204,120.87286,PLDT,204867,189756,204.87,189.76,8,24,14,18
"Ormoc City, Leyte, Philippines",11.03843,124.61927,Converge,58352,78683,58.35,78.68,5,24,10,16
"Bagac, Bataan, Philippines",14.63082,120.41272,PLDT,94421,94360,94.42,94.36,5,24,6,10
"Guimbal, Iloilo, Philippines",10.66341,122.32057,PLDT Home Fiber,261255,195742,261.26,195.74,13,24,2,3
"Victoria, Tarlac, Philippines",15.59077,120.68901,PLDT Home Fiber,193375,186620,193.38,186.62,14,24,8,14
"Iriga City, Camarines Sur, Philippines",13.42095,123.41361,PLDT,93549,72821,93.55,72.82,10,24,15,17
"Abucay, Bataan, Philippines",14.73361,120.49336,PLDT,25750,41308,25.75,41.31,8,24,9,11
"Bantayan, Cebu, Philippines",11.18041,123.7406,PLDT,19094,29604,19.09,29.60,10,24,8,10
"Talisay, Batangas, Philippines",14.11598,121.04498,Globe,82100,92268,82.10,92.27,8,24,13,20
"San Jose, Batangas, Philippines",13.87868,121.09942,PLDT,164825,185769,164.83,185.77,8,24,10,14
"Sorsogon City, Sorsogon, Philippines",12.97888,123.98477,Converge,92502,112394,92.50,112.39,17,24,9,12
"Jordan, Guimaras, Philippines",10.59807,122.57121,PLDT Home Fiber,510458,566656,510.46,566.66,10,23,2,8
"Santa Cruz, Zambales, Philippines",15.77308,120.04341,Converge,108193,132031,108.19,132.03,6,23,8,10
"Alangalang, Leyte, Philippines",11.23565,124.88449,PLDT,80877,90825,80.88,90.83,15,23,9,12
"Penaranda, Nueva Ecija, Philippines",15.36229,121.02204,PLDT Home Fiber,155239,143835,155.24,143.84,6,23,5,13
"South Upi, Maguindanao, Philippines",6.85103,124.19769,PLDT,79402,80820,79.40,80.82,20,23,5,6
"Malilipot, Albay, Philippines",13.29931,123.71824,PLDT,199089,238342,199.09,238.34,5,23,6,12
"Liloy, Zamboanga del Norte, Philippines",8.07325,122.69555,PLDT,73260,72050,73.26,72.05,20,23,4,7
"Vigan City, Ilocos Sur, Philippines",17.56485,120.38781,PLDT,56009,58428,56.01,58.43,10,23,9,14
"Santa Rita, Pampanga, Philippines",14.99762,120.61451,Converge,187492,226332,187.49,226.33,4,23,8,10
"City of Batac, Ilocos Norte, Philippines",18.04961,120.59698,PLDT Home Fiber,206728,190802,206.73,190.80,6,23,6,9
"Arakan, Cotabato, Philippines",7.35122,125.17087,PLDT,13057,43567,13.06,43.57,17,23,5,6
"Minglanilla, Cebu, Philippines",10.24543,123.79599,Globe,71813,69803,71.81,69.80,9,23,13,13
"Esperanza, Agusan del Sur, Philippines",8.6396,125.522,PLDT Home Fiber,99043,96879,99.04,96.88,21,23,6,12
"Santa Magdalena, Sorsogon, Philippines",12.64979,124.07528,PLDT,108586,110375,108.59,110.38,21,23,7,11
"Cotabato City, Maguindanao, Philippines",7.20467,124.23104,Globe,118870,70743,118.87,70.74,12,23,9,11
"Santa Barbara, Iloilo, Philippines",10.82707,122.53265,Converge,235690,173197,235.69,173.20,14,23,4,5
"Balasan, Iloilo, Philippines",11.45927,123.09015,PLDT,62720,72333,62.72,72.33,12,23,4,8
"Minglanilla, Cebu, Philippines",10.24543,123.79599,PLDT Home Fiber,198157,221684,198.16,221.68,3,23,9,11
"Pangil, Laguna, Philippines",14.41772,121.48561,PLDT,93087,219839,93.09,219.84,8,23,7,10
"San Fernando, Masbate, Philippines",12.47959,123.7406,PLDT,89500,93491,89.50,93.49,24,23,4,5
"Padre Garcia, Batangas, Philippines",13.87668,121.24547,PLDT Home Fiber,266649,291120,266.65,291.12,5,23,6,9
"Bataraza, Palawan, Philippines",8.5878,117.43215,PLDT Home Fiber,210759,218739,210.76,218.74,24,23,6,10
"Nabas, Aklan, Philippines",11.85171,122.02692,PLDT Home Fiber,66698,89428,66.70,89.43,18,23,3,4
"Kidapawan, Cotabato, Philippines",7.02127,125.09019,PLDT,94171,101347,94.17,101.35,17,23,6,11
"Bonifacio, Misamis Occidental, Philippines",8.10423,123.59519,PLDT Home Fiber,51565,48458,51.57,48.46,6,23,6,6
"Lubao, Pampanga, Philippines",14.92678,120.58795,PLDT Home Fiber,103779,180040,103.78,180.04,11,23,11,18
"Magsingal, Ilocos Sur, Philippines",17.6831,120.44729,PLDT Home Fiber,76658,89961,76.66,89.96,21,23,2,7
"Palayan City, Nueva Ecija, Philippines",15.53906,121.09083,Globe,119635,103651,119.64,103.65,4,23,5,5
"Malungon, Sarangani, Philippines",6.3343,125.2588,Globe,99598,161123,99.60,161.12,19,23,1,2
"Sagnay, Camarines Sur, Philippines",13.56172,123.5056,Converge,95457,100584,95.46,100.58,2,22,1,1
"Goa, Camarines Sur, Philippines",13.73619,123.41593,PLDT,17791,21627,17.79,21.63,16,22,5,14
"Pandi, Bulacan, Philippines",14.87572,120.95941,Globe,92911,97682,92.91,97.68,8,22,10,13
"Murcia, Negros Occidental, Philippines",10.60643,123.03944,Converge,127395,128548,127.40,128.55,18,22,7,13
"Roxas, Oriental Mindoro, Philippines",12.62617,121.47989,PLDT Home Fiber,50105,99712,50.11,99.71,7,22,8,10
"Ilagan City, Isabela, Philippines",17.12845,122.12918,Converge,38524,36747,38.52,36.75,16,22,5,9
"Tanza, Cavite, Philippines",14.34293,120.85032,PLDT,113163,114692,113.16,114.69,7,22,6,11
"Real, Quezon, Philippines",14.54569,121.55983,PLDT,34965,32063,34.97,32.06,24,22,9,14
"San Rafael, Bulacan, Philippines",15.00184,120.93141,Converge,89954,133529,89.95,133.53,7,22,10,13
"Pulilan, Bulacan, Philippines",14.90243,120.8459,PLDT,93811,105282,93.81,105.28,8,22,9,14
"San Luis, Aurora, Philippines",15.63572,121.46847,PLDT Home Fiber,36617,15800,36.62,15.80,14,22,5,7
"Tayug, Pangasinan, Philippines",16.01085,120.74649,PLDT,137853,185546,137.85,185.55,6,22,9,11
"Muñoz, Nueva Ecija, Philippines",15.70664,120.9029,PLDT,87921,37252,87.92,37.25,17,22,8,16
"Maasin, Iloilo, Philippines",10.9199,122.42407,PLDT,154005,92742,154.01,92.74,5,22,10,12
"Malay, Aklan, Philippines",11.93033,121.95191,Converge,45376,41304,45.38,41.30,25,22,8,21
"Alimodian, Iloilo, Philippines",10.85495,122.39009,PLDT,50317,47758,50.32,47.76,9,22,3,5
"Benito Soliven, Isabela, Philippines",16.93475,121.92456,PLDT,239768,258080,239.77,258.08,26,22,11,14
"Gubat, Sorsogon, Philippines",12.92415,124.09755,PLDT,41034,45178,41.03,45.18,9,22,3,5
"Pototan, Iloilo, Philippines",10.94194,122.63874,Converge,236072,208099,236.07,208.10,18,22,8,11
"San Juan, La Union, Philippines",16.6711,120.33844,Converge,81835,93902,81.84,93.90,4,22,8,11
"Sugpon, Ilocos Sur, Philippines",16.7809,120.59698,PLDT Home Fiber,98326,96517,98.33,96.52,5,22,12,17
"Tangub City, Misamis Occidental, Philippines",8.09592,123.6847,PLDT,131133,84880,131.13,84.88,35,22,4,9
"Iba, Zambales, Philippines",15.39495,120.04341,Globe,233908,147290,233.91,147.29,7,22,4,5
"Dumarao, Capiz, Philippines",11.22554,122.83102,PLDT,37803,51728,37.80,51.73,14,22,17,18
"Balanga City, Bataan, Philippines",14.67454,120.47033,PLDT,34786,41559,34.79,41.56,23,22,11,17
"Loon, Bohol, Philippines",9.81463,123.82996,Converge,150967,146518,150.97,146.52,23,22,8,9
"Maasin, Southern Leyte, Philippines",10.13272,124.84081,PLDT,18827,15729,18.83,15.73,11,22,5,6
"Panglao, Bohol, Philippines",9.56947,123.78721,PLDT Home Fiber,192678,217984,192.68,217.98,8,22,9,11
"Morong, Rizal, Philippines",14.51286,121.23855,PLDT,92566,94364,92.57,94.36,7,22,9,12
"Valencia City, Bukidnon, Philippines",7.86319,125.17087,Globe,62587,116993,62.59,116.99,5,22,5,6
"Tagbilaran City, Bohol, Philippines",9.6534,123.86703,PLDT,51231,93484,51.23,93.48,6,22,11,16
"Hermosa, Bataan, Philippines",14.83566,120.47709,Converge,295319,292398,295.32,292.40,5,22,8,13
"Tabaco City, Albay, Philippines",13.36138,123.72876,PLDT Home Fiber,34799,36017,34.80,36.02,32,22,9,11
"Santa Maria, Laguna, Philippines",14.48365,121.42276,PLDT Home Fiber,94103,76448,94.10,76.45,11,22,8,10
"Echague, Isabela, Philippines",16.66606,121.78792,PLDT Home Fiber,76727,28658,76.73,28.66,12,21,10,13
"San Juan, Batangas, Philippines",13.75044,121.37703,Converge,102804,106862,102.80,106.86,7,21,7,12
"Lucban, Quezon, Philippines",14.1144,121.55472,Converge,289736,311765,289.74,311.77,6,21,10,12
"Guagua, Pampanga, Philippines",14.96374,120.63244,PLDT Home Fiber,101186,118041,101.19,118.04,7,21,13,16
"Pakil, Laguna, Philippines",14.3694,121.39418,PLDT,102830,93821,102.83,93.82,9,21,5,7
"Castillejos, Zambales, Philippines",14.94382,120.19357,PLDT Home Fiber,113871,169505,113.87,169.51,6,21,8,11
"Rizal, Laguna, Philippines",14.08408,121.41133,PLDT Home Fiber,96763,112296,96.76,112.30,6,21,10,15
"Datu Odin Sinsuat (Dinaig), Maguindanao, Philippines",7.08286,124.26439,PLDT Home Fiber,52342,66588,52.34,66.59,11,21,6,11
"Liloan, Cebu, Philippines",10.39926,124.00002,PLDT,90735,64956,90.74,64.96,6,21,10,17
"Murcia, Negros Occidental, Philippines",10.60643,123.03944,PLDT,18575,15494,18.58,15.49,28,21,5,6
"San Remigio, Cebu, Philippines",10.9601,123.94155,PLDT Home Fiber,45728,63900,45.73,63.90,8,21,3,4
"Pila, Laguna, Philippines",14.23461,121.3656,PLDT Home Fiber,212781,108731,212.78,108.73,7,21,10,16
"General Nakar, Quezon, Philippines",14.90678,121.49132,PLDT Home Fiber,50473,58193,50.47,58.19,11,21,3,3
"Ibaan, Batangas, Philippines",13.81895,121.13082,Globe,182568,154794,182.57,154.79,7,21,9,18
"Bay, Laguna, Philippines",14.14064,121.26836,PLDT,145288,97820,145.29,97.82,9,21,12,15
"Ipil, Zamboanga Sibugay, Philippines",7.77318,122.57121,Globe,289204,318261,289.20,318.26,9,21,3,4
"Pototan, Iloilo, Philippines",10.94194,122.63874,Globe,112315,107068,112.32,107.07,5,21,4,9
"Naga, Cebu, Philippines",10.20764,123.75821,Globe,348891,106244,348.89,106.24,11,21,4,6
"Padre Garcia, Batangas, Philippines",13.87668,121.24547,Globe,131833,141696,131.83,141.70,5,21,12,16
"Malay, Aklan, Philippines",11.93033,121.95191,PLDT Home Fiber,43638,31426,43.64,31.43,20,21,5,6
"Alegria, Surigao del Norte, Philippines",9.49819,125.59861,PLDT Home Fiber,230752,288199,230.75,288.20,6,21,4,5
"Tubod, Lanao del Norte, Philippines",7.99427,123.87462,PLDT Home Fiber,33885,33830,33.89,33.83,6,21,9,10
"Alburquerque, Bohol, Philippines",9.62742,123.96385,PLDT Home Fiber,92749,94678,92.75,94.68,22,21,9,11
"Ragay, Camarines Sur, Philippines",13.83123,122.78588,Converge,348223,225996,348.22,226.00,14,21,3,4
"Guagua, Pampanga, Philippines",14.96374,120.63244,PLDT,50162,76694,50.16,76.69,10,21,4,7
"Naval, Biliran, Philippines",11.56681,124.44201,Globe,195668,192217,195.67,192.22,23,21,11,16
"San Ildefonso, Bulacan, Philippines",15.07717,120.94171,Converge,93383,91700,93.38,91.70,7,21,13,16
"Naguilian, La Union, Philippines",16.52435,120.42424,Converge,95445,87738,95.45,87.74,6,21,9,10
"Sariaya, Quezon, Philippines",13.96301,121.52388,PLDT,113302,109557,113.30,109.56,9,21,12,17
"Aborlan, Palawan, Philippines",9.43994,118.54785,PLDT Home Fiber,302190,267344,302.19,267.34,20,21,2,8
