Location Name,Latitude,Longitude,Provider,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps,Minimum Latency,Test Count,Sample Count,Device Count
"Narra, Palawan, Philippines",9.229,118.33047,DITO,28172,2350,28.17,2.35,41,30,11,12
"Nagcarlan, Laguna, Philippines",14.14903,121.38847,Globe,46641,4050,46.64,4.05,21,30,7,13
"Aloguinsan, Cebu, Philippines",10.19171,123.56161,Globe,20225,8920,20.23,8.92,34,30,4,8
"San Juan, Siquijor, Philippines",9.15626,123.5112,Smart,30742,4290,30.74,4.29,23,30,13,22
"Laoac, Pangasinan, Philippines",16.04341,120.53942,Smart,33880,12356,33.88,12.36,19,30,6,10
"Basay, Negros Oriental, Philippines",9.45792,122.68425,DITO,16242,5466,16.24,5.47,29,30,2,5
"Lubao, Pampanga, Philippines",14.92678,120.58795,DITO,15304,4704,15.30,4.70,20,30,13,22
"Hagonoy, Bulacan, Philippines",14.83564,120.73371,DITO,33597,8432,33.60,8.43,29,30,12,14
"Alubijid, Misamis Oriental, Philippines",8.53597,124.4531,Globe,11768,18546,11.77,18.55,38,30,6,8
"Calatagan, Batangas, Philippines",13.88203,120.6545,DITO,63259,6931,63.26,6.93,21,30,7,15
"Siquijor, Philippines",9.19621,123.53921,Smart,17110,5616,17.11,5.62,28,30,9,16
"Candelaria, Zambales, Philippines",15.63998,120.08963,Smart,52512,17757,52.51,17.76,21,30,10,14
"Nabas, Aklan, Philippines",11.85171,122.02692,Globe,15740,3607,15.74,3.61,39,30,11,23
"M'lang, Cotabato, Philippines",6.93822,124.90655,Globe,17791,6540,17.79,6.54,32,30,12,17
"Arayat, Pampanga, Philippines",15.15443,120.771,DITO,11721,3832,11.72,3.83,26,30,9,16
"Tuy, Batangas, Philippines",14.03435,120.74649,Globe,24645,4733,24.65,4.73,19,30,11,19
"Pila, Laguna, Philippines",14.23461,121.3656,Globe,21616,8038,21.62,8.04,18,30,14,21
"Dingalan, Aurora, Philippines",15.43523,121.42276,Smart,31416,1743,31.42,1.74,27,30,14,21
"Castilla, Sorsogon, Philippines",12.95518,123.8188,Smart,232434,6564,232.43,6.56,19,30,8,10
"Infanta, Quezon, Philippines",14.74071,121.6451,Globe,22206,15678,22.21,15.68,34,30,11,17
"Sagnay, Camarines Sur, Philippines",13.56172,123.5056,Smart,46412,7506,46.41,7.51,20,30,3,7
"Magsaysay, Occidental Mindoro, Philippines",12.34908,121.19395,Globe,25899,15135,25.90,15.14,23,30,3,9
"Looc, Romblon, Philippines",12.27549,122.00418,Globe,39206,2106,39.21,2.11,34,30,5,6
"Milagros, Masbate, Philippines",12.24465,123.5056,Smart,42876,2242,42.88,2.24,37,30,6,6
"Makilala, Cotabato, Philippines",6.92343,125.08286,DITO,38128,3699,38.13,3.70,39,30,10,13
"Cabucgayan, Biliran, Philippines",11.50169,124.56391,Smart,21042,4056,21.04,4.06,24,30,8,10
"Nasipit, Agusan Del Norte, Philippines",8.93971,125.32468,Globe,27323,10566,27.32,10.57,31,29,9,12
"Angadanan, Isabela, Philippines",16.7913,121.78792,Smart,22712,1451,22.71,1.45,29,29,8,11
"Lamut, Ifugao, Philippines",16.68241,121.19395,Smart,23584,2617,23.58,2.62,23,29,10,15
"Boljoon, Cebu, Philippines",9.64574,123.44956,Smart,136719,5475,136.72,5.48,18,29,16,19
"San Fernando, Camarines Sur, Philippines",13.52998,123.11266,Smart,12931,2015,12.93,2.02,22,29,8,10
"Santo Tomas, Pampanga, Philippines",14.99601,120.70407,DITO,48870,8668,48.87,8.67,27,29,9,13
"Impasug-ong, Bukidnon, Philippines",8.38854,125.08286,Globe,11345,3075,11.35,3.08,29,29,7,14
"Masantol, Pampanga, Philippines",14.85669,120.68326,Globe,14975,8772,14.98,8.77,25,29,6,11
"Macabebe, Pampanga, Philippines",14.89732,120.6545,Globe,20445,8147,20.45,8.15,21,29,10,13
"Medellin, Cebu, Philippines",11.1491,123.98615,Globe,12295,4317,12.30,4.32,45,29,9,16
"Bantay, Ilocos Sur, Philippines",17.59832,120.44729,DITO,27666,3676,27.67,3.68,28,29,12,15
"Kitaotao, Bukidnon, Philippines",7.59444,125.10487,Smart,8454,2573,8.45,2.57,29,29,3,4
"Dolores, Eastern Samar, Philippines",12.10552,125.32468,Globe,11703,2633,11.70,2.63,49,29,9,13
"Jabonga, Agusan Del Norte, Philippines",9.35888,125.58767,Smart,30181,9657,30.18,9.66,26,29,1,2
"Padre Burgos, Southern Leyte, Philippines",10.07868,125.00577,Smart,34896,4918,34.90,4.92,23,29,6,10
"Mambusao, Capiz, Philippines",11.44257,122.59383,Smart,76512,4791,76.51,4.79,27,29,7,11
"Delfin Albano, Isabela, Philippines",17.25925,121.74234,Smart,7838,1290,7.84,1.29,34,29,4,5
"Santa Barbara, Iloilo, Philippines",10.82707,122.53265,DITO,26540,1614,26.54,1.61,36,29,4,9
"Santa Ignacia, Tarlac, Philippines",15.61667,120.43556,Smart,50069,4946,50.07,4.95,16,29,15,18
"Magallanes, Sorsogon, Philippines",12.78308,123.90809,Globe,29820,8687,29.82,8.69,37,29,7,14
"Siquijor, Philippines",9.19621,123.53921,Globe,11014,7425,11.01,7.43,51,29,12,18
"San Enrique, Iloilo, Philippines",11.10989,122.72943,Globe,11661,2168,11.66,2.17,63,29,4,4
"Rizal, Laguna, Philippines",14.08408,121.41133,Smart,35330,3987,35.33,3.99,18,29,12,15
"Upi, Maguindanao, Philippines",6.997,124.19769,Globe,19577,4031,19.58,4.03,52,29,7,8
"Alfonso Lista, Ifugao, Philippines",16.98852,121.49132,Smart,75626,2046,75.63,2.05,23,29,10,13
"Masinloc, Zambales, Philippines",15.52089,120.04341,Globe,17891,11530,17.89,11.53,28,29,11,16
"Sipalay City, Negros Occidental, Philippines",9.71979,122.49201,Smart,24065,6205,24.07,6.21,22,29,7,15
"Santa Catalina, Negros Oriental, Philippines",9.28676,122.94377,Smart,87286,13725,87.29,13.73,29,29,8,11
"Talugtug, Nueva Ecija, Philippines",15.7698,120.81544,Smart,69231,4719,69.23,4.72,32,29,5,6
"Guinayangan, Quezon, Philippines",13.88505,122.42407,Globe,14527,5304,14.53,5.30,30,29,4,5
"Lasam, Cagayan, Philippines",18.04769,121.55983,Globe,59820,14131,59.82,14.13,24,29,5,12
"Molave, Zamboanga del Sur, Philippines",8.10419,123.4944,Globe,17018,7214,17.02,7.21,39,29,9,15
"Leon, Iloilo, Philippines",10.82086,122.34476,Smart,42823,1845,42.82,1.85,18,29,8,12
"Mahinog, Camiguin, Philippines",9.17901,124.76303,Smart,138174,11177,138.17,11.18,14,28,6,7
"Madridejos, Cebu, Philippines",11.25859,123.7406,DITO,18236,501,18.24,0.50,46,28,2,3
"Umingan, Pangasinan, Philippines",15.90396,120.82692,Globe,56641,4583,56.64,4.58,19,28,11,17
"Sanchez-Mira, Cagayan, Philippines",18.53628,121.19395,Globe,36885,13213,36.89,13.21,29,28,6,13
"San Francisco, Southern Leyte, Philippines",10.07904,125.15988,Globe,22389,8525,22.39,8.53,44,28,5,9
"Santa Lucia, Ilocos Sur, Philippines",17.12888,120.47033,Smart,41003,2031,41.00,2.03,18,28,5,8
"Claveria, Misamis Oriental, Philippines",8.62972,124.90655,DITO,16795,3185,16.80,3.19,46,28,8,11
"Ajuy, Iloilo, Philippines",11.13583,123.0001,Smart,42839,3375,42.84,3.38,27,28,16,17
"San Antonio, Nueva Ecija, Philippines",15.31921,120.82692,Smart,63921,6133,63.92,6.13,28,28,11,18
"Sual, Pangasinan, Philippines",16.06783,120.04341,Globe,23119,2100,23.12,2.10,19,28,9,15
"Manaoag, Pangasinan, Philippines",16.04627,120.4876,DITO,23847,9541,23.85,9.54,28,28,7,13
"Valladolid, Negros Occidental, Philippines",10.46898,122.8423,DITO,10298,677,10.30,0.68,26,28,9,11
"Tuba, Benguet, Philippines",16.39277,120.56034,DITO,26887,10892,26.89,10.89,20,28,6,8
"Macabebe, Pampanga, Philippines",14.89732,120.6545,Smart,11804,5612,11.80,5.61,20,28,6,8
"Catarman, Camiguin, Philippines",9.16982,124.67459,Globe,39922,6623,39.92,6.62,27,28,4,6
"Caba, La Union, Philippines",16.44743,120.37814,DITO,21393,3326,21.39,3.33,19,28,5,8
"Tuy, Batangas, Philippines",14.03435,120.74649,Smart,24641,4151,24.64,4.15,21,28,12,18
"Esperanza, Sultan Kudarat, Philippines",6.70074,124.48636,Globe,12082,7553,12.08,7.55,35,28,12,15
"Paete, Laguna, Philippines",14.37243,121.54842,Smart,49569,3040,49.57,3.04,20,28,9,10
"San Luis, Aurora, Philippines",15.63572,121.46847,Globe,25564,7104,25.56,7.10,22,28,8,14
"Upi, Maguindanao, Philippines",6.997,124.19769,Smart,42010,2692,42.01,2.69,31,28,8,9
"San Francisco, Agusan del Sur, Philippines",8.44573,125.95878,DITO,18939,1102,18.94,1.10,44,28,5,8
"Lucban, Quezon, Philippines",14.1144,121.55472,DITO,44384,5376,44.38,5.38,26,28,6,9
"Baleno, Masbate, Philippines",12.40956,123.46077,Smart,46759,10410,46.76,10.41,25,28,4,6
"Palapag, Northern Samar, Philippines",12.52175,125.14888,Smart,52640,4260,52.64,4.26,24,28,4,4
"Tambulig, Zamboanga del Sur, Philippines",8.04386,123.53921,DITO,25069,7648,25.07,7.65,27,28,2,5
"St Bernard, Southern Leyte, Philippines",10.3223,125.1198,Globe,16242,6864,16.24,6.86,53,28,12,13
"City of Lamitan, Basilan, Philippines",6.66152,122.10647,Smart,67546,16059,67.55,16.06,35,28,6,12
"Tagudin, Ilocos Sur, Philippines",16.93875,120.47033,Smart,58379,1391,58.38,1.39,17,28,8,14
"Echague, Isabela, Philippines",16.66606,121.78792,DITO,16486,1517,16.49,1.52,33,28,6,7
"Santa Catalina, Ilocos Sur, Philippines",17.58644,120.36085,DITO,31516,7246,31.52,7.25,27,28,5,10
"Norala, South Cotabato, Philippines",6.5061,124.66353,Globe,8931,9710,8.93,9.71,35,27,7,13
"General Luna, Quezon, Philippines",13.69977,122.23135,DITO,26873,19093,26.87,19.09,24,27,3,5
"Santo Tomas, Pampanga, Philippines",14.99601,120.70407,Smart,127673,4746,127.67,4.75,18,27,11,21
"Cabarroguis, Quirino, Philippines",16.41991,121.51416,Smart,25387,4435,25.39,4.44,23,27,14,15
"San Jose, Negros Oriental, Philippines",9.40362,123.20261,Globe,15152,6872,15.15,6.87,45,27,6,8
"Anda, Pangasinan, Philippines",16.29826,119.98562,Smart,19557,2709,19.56,2.71,27,27,9,16
"San Pascual, Masbate, Philippines",13.07206,123.01136,Globe,70912,875,70.91,0.88,28,27,1,1
"Culion, Palawan, Philippines",11.85029,119.95093,Globe,17010,1427,17.01,1.43,31,27,2,5
"Kananga, Leyte, Philippines",11.16036,124.57499,DITO,28266,1761,28.27,1.76,38,27,10,11
"Sergio Osmena Sr., Zamboanga del Norte, Philippines",8.30009,123.5059,Smart,64806,9043,64.81,9.04,24,27,8,11
"Carmen, Cebu, Philippines",10.58876,123.96385,DITO,46504,9227,46.50,9.23,35,27,10,13
"Maragondon, Cavite, Philippines",14.22356,120.7235,Smart,13594,810,13.59,0.81,28,27,7,14
"Matalom, Leyte, Philippines",10.27173,124.8293,Smart,25391,4836,25.39,4.84,21,27,6,6
"Milagros, Masbate, Philippines",12.24465,123.5056,Globe,23447,5433,23.45,5.43,46,27,6,8
"Cabugao, Ilocos Sur, Philippines",17.78518,120.47033,Globe,82498,13265,82.50,13.27,33,27,8,15
"Prosperidad, Agusan del Sur, Philippines",8.67623,125.87161,Globe,15635,5132,15.64,5.13,34,27,15,18
"Bongao, Tawi-Tawi, Philippines",5.09323,119.8468,Globe,23872,9247,23.87,9.25,62,27,11,17
"Calaca, Batangas, Philippines",13.93129,120.80724,DITO,23493,2238,23.49,2.24,27,27,8,13
"Libungan, Cotabato, Philippines",7.31637,124.53068,Smart,20893,5680,20.89,5.68,33,27,12,15
"Casiguran, Aurora, Philippines",16.27707,122.12254,Smart,35966,2087,35.97,2.09,27,27,13,14
"Alabel, Sarangani, Philippines",6.10416,125.28792,Globe,10281,4490,10.28,4.49,38,27,12,17
"Canaman, Camarines Sur, Philippines",13.64758,123.13515,Smart,27621,5115,27.62,5.12,20,27,9,18
"Villaverde, Nueva Vizcaya, Philippines",16.60616,121.14813,Smart,39309,7255,39.31,7.26,21,27,8,9
"Laoac, Pangasinan, Philippines",16.04341,120.53942,DITO,31479,5452,31.48,5.45,24,27,6,9
"Malilipot, Albay, Philippines",13.29931,123.71824,Smart,26389,5064,26.39,5.06,22,27,8,14
"Bantayan, Cebu, Philippines",11.18041,123.7406,Globe,31689,8545,31.69,8.55,62,27,6,8
"Shariff Aguak, Maguindanao, Philippines",6.86632,124.44158,Globe,32767,15117,32.77,15.12,30,27,1,3
"Hindang, Leyte, Philippines",10.44667,124.80722,DITO,21858,2942,21.86,2.94,42,27,7,10
"Aloguinsan, Cebu, Philippines",10.19171,123.56161,DITO,26070,8867,26.07,8.87,35,26,5,8
"Taysan, Batangas, Philippines",13.76108,121.2283,Smart,22345,1677,22.35,1.68,20,26,11,12
"Culion, Palawan, Philippines",11.85029,119.95093,Smart,17224,6140,17.22,6.14,53,26,4,4
"Carmen, Bohol, Philippines",9.81991,124.19656,Smart,19660,2638,19.66,2.64,24,26,11,15
"Sudipen, La Union, Philippines",16.85055,120.49336,Globe,30198,9747,30.20,9.75,22,26,7,9
"Cuenca, Batangas, Philippines",13.9144,121.05071,DITO,30758,7414,30.76,7.41,21,26,12,16
"San Isidro, Nueva Ecija, Philippines",15.29656,120.9073,DITO,29087,8970,29.09,8.97,26,26,11,14
"Don Carlos, Bukidnon, Philippines",7.67895,124.99652,Smart,33766,3725,33.77,3.73,25,26,7,11
"Leon, Iloilo, Philippines",10.82086,122.34476,Globe,14988,4773,14.99,4.77,43,26,7,9
"Dolores, Abra, Philippines",17.64218,120.71775,Globe,47031,17111,47.03,17.11,22,26,6,7
"Minalin, Pampanga, Philippines",14.97052,120.68518,Smart,54575,6795,54.58,6.80,20,26,9,12
"Matanao, Davao del Sur, Philippines",6.70421,125.22584,Smart,60127,9111,60.13,9.11,32,26,7,12
"Cavinti, Laguna, Philippines",14.24907,121.54842,Globe,27507,9115,27.51,9.12,18,26,11,15
"Kabasalan, Zamboanga Sibugay, Philippines",7.83532,122.83102,Smart,45174,1600,45.17,1.60,29,26,8,10
"Maragusan (San Mariano), Davao de Oro, Philippines",7.33618,126.13281,Smart,37321,6976,37.32,6.98,27,26,9,13
"Hinunangan, Southern Leyte, Philippines",10.39458,125.14888,Smart,59523,3708,59.52,3.71,22,26,6,9
"San Antonio, Quezon, Philippines",13.89506,121.29697,Smart,28694,3967,28.69,3.97,19,26,7,9
"Pura, Tarlac, Philippines",15.63355,120.64875,Smart,125576,10200,125.58,10.20,18,26,9,13
"Pilar, Surigao del Norte, Philippines",9.86429,126.0676,Globe,23446,6165,23.45,6.17,38,26,5,8
"Mabitac, Laguna, Philippines",14.43383,121.41133,Smart,17017,2675,17.02,2.68,30,26,4,7
"San Manuel, Isabela, Philippines",17.02596,121.63115,Globe,15872,6478,15.87,6.48,24,26,6,9
"San Luis, Batangas, Philippines",13.8406,120.95321,Smart,26814,2624,26.81,2.62,28,26,6,14
"Malabang, Lanao del Sur, Philippines",7.60477,124.07528,Smart,72556,17933,72.56,17.93,28,26,4,4
"Barili, Cebu, Philippines",10.1254,123.55041,DITO,61489,7037,61.49,7.04,33,26,7,13
"Siniloan, Laguna, Philippines",14.43831,121.48561,Globe,28480,9239,28.48,9.24,21,26,15,21
"San Agustin, Romblon, Philippines",12.56219,122.11783,Globe,3894,8816,3.89,8.82,36,26,2,6
"Altavas, Aklan, Philippines",11.51893,122.45805,DITO,17656,6245,17.66,6.25,42,26,4,4
"Ivisan, Capiz, Philippines",11.51048,122.68425,Smart,38762,3651,38.76,3.65,20,26,7,11
"Talisayan, Misamis Oriental, Philippines",8.95565,124.91758,DITO,82519,25997,82.52,26.00,69,26,2,3
"Pototan, Iloilo, Philippines",10.94194,122.63874,DITO,16458,804,16.46,0.80,38,26,10,11
"Catubig, Northern Samar, Philippines",12.41734,125.06084,Smart,60998,6522,61.00,6.52,23,26,6,8
"Orion, Bataan, Philippines",14.61604,120.56431,DITO,20935,5239,20.94,5.24,35,25,9,13
"Balamban, Cebu, Philippines",10.48585,123.77412,DITO,35238,7848,35.24,7.85,35,25,7,12
"Quezon, Nueva Ecija, Philippines",15.56953,120.82692,Globe,10445,3585,10.45,3.59,17,25,9,12
"Las Nieves, Agusan Del Norte, Philippines",8.70689,125.41244,Smart,150027,23219,150.03,23.22,25,25,2,4
"Caramoran, Catanduanes, Philippines",13.81934,124.17544,Smart,23200,3104,23.20,3.10,29,25,4,10
"Victorias, Negros Occidental, Philippines",10.901,123.07045,DITO,34665,6619,34.67,6.62,39,25,11,17
"Sibalom, Antique, Philippines",10.76502,122.06102,DITO,24012,8176,24.01,8.18,27,25,4,8
"Lambunao, Iloilo, Philippines",11.12265,122.37876,DITO,58892,2669,58.89,2.67,43,25,6,9
"San Fernando, Camarines Sur, Philippines",13.52998,123.11266,DITO,19248,1971,19.25,1.97,36,25,6,7
"Can-avid, Eastern Samar, Philippines",11.98886,125.32468,Globe,15372,4371,15.37,4.37,51,25,4,5
"Banga, South Cotabato, Philippines",6.38791,124.79617,DITO,25759,10548,25.76,10.55,33,25,8,11
"Matalom, Leyte, Philippines",10.27173,124.8293,Globe,9622,2500,9.62,2.50,67,25,10,15
"Liliw, Laguna, Philippines",14.12617,121.4399,Globe,33797,6758,33.80,6.76,21,25,11,17
"Laur, Nueva Ecija, Philippines",15.52477,121.18249,Smart,69551,6929,69.55,6.93,25,25,7,12
"San Fernando, Bukidnon, Philippines",7.84637,125.34663,Smart,30496,6574,30.50,6.57,24,25,3,5
"Uson, Masbate, Philippines",12.18022,123.79056,Globe,16347,7642,16.35,7.64,40,25,6,7
"Palapag, Northern Samar, Philippines",12.52175,125.14888,Globe,7685,2698,7.69,2.70,51,25,5,10
"Aloguinsan, Cebu, Philippines",10.19171,123.56161,Smart,16952,1398,16.95,1.40,25,25,7,12
"Labrador, Pangasinan, Philippines",16.00274,120.12429,Smart,51815,6066,51.82,6.07,18,25,13,17
"Palauig, Zambales, Philippines",15.46513,120.13583,Smart,31098,6062,31.10,6.06,23,25,9,13
"Lake Sebu, South Cotabato, Philippines",6.24474,124.55284,Smart,95167,7227,95.17,7.23,25,25,10,16
"Natividad, Pangasinan, Philippines",16.03821,120.83841,DITO,21074,1555,21.07,1.56,27,25,9,11
"Hindang, Leyte, Philippines",10.44667,124.80722,Globe,11610,537,11.61,0.54,119,25,6,13
"Amlan, Negros Oriental, Philippines",9.44436,123.18013,DITO,24580,3058,24.58,3.06,26,25,8,9
"Esperanza, Sultan Kudarat, Philippines",6.70074,124.48636,Smart,74224,2218,74.22,2.22,29,25,8,11
"Santa Rita, Samar, Philippines",11.45005,125.01679,Globe,14812,4395,14.81,4.40,45,25,8,12
"Lakewood, Zamboanga del Sur, Philippines",7.88264,123.1464,Smart,159779,8362,159.78,8.36,18,25,2,5
"Ramon, Isabela, Philippines",16.8047,121.52558,DITO,26860,14069,26.86,14.07,29,25,5,10
"Bontoc, Southern Leyte, Philippines",10.38378,124.92861,DITO,19934,2223,19.93,2.22,34,24,7,10
"Barobo, Surigao del Sur, Philippines",8.52615,126.0676,Smart,40568,6708,40.57,6.71,20,24,11,16
"Abra De Ilog, Occidental Mindoro, Philippines",13.36383,120.75798,Globe,5295,4310,5.30,4.31,24,24,11,16
"San Ildefonso, Ilocos Sur, Philippines",17.623,120.39543,Globe,12695,4924,12.70,4.92,29,24,9,11
"Burgos, Isabela, Philippines",17.09164,121.70272,Globe,13653,2928,13.65,2.93,37,24,6,6
"Tupi, South Cotabato, Philippines",6.33849,124.97271,DITO,17404,4324,17.40,4.32,46,24,8,11
"Talisay, Camarines Norte, Philippines",14.1394,122.92686,DITO,29832,746,29.83,0.75,29,24,8,11
"Dupax Del Norte, Nueva Vizcaya, Philippines",16.21435,121.23974,Globe,8603,1583,8.60,1.58,28,24,6,12
"Mangatarem, Pangasinan, Philippines",15.73801,120.27435,DITO,12053,1195,12.05,1.20,30,24,6,12
"Bucay, Abra, Philippines",17.53019,120.7235,Smart,14295,766,14.30,0.77,25,24,3,6
"Badian, Cebu, Philippines",9.83209,123.41593,Smart,31969,2897,31.97,2.90,19,24,4,9
"Parang, Maguindanao, Philippines",7.34766,124.2755,Smart,35159,8527,35.16,8.53,28,24,5,8
"Canlaon City, Negros Oriental, Philippines",10.36048,123.19137,DITO,15039,2054,15.04,2.05,49,24,4,8
"Marabut, Samar, Philippines",11.1996,125.22584,Smart,71335,16021,71.34,16.02,21,24,7,7
"Ronda, Cebu, Philippines",9.99214,123.44956,Globe,9552,2500,9.55,2.50,46,24,7,8
"Manjuyod, Negros Oriental, Philippines",9.71246,123.10141,DITO,27993,21783,27.99,21.78,31,24,4,6
"Altavas, Aklan, Philippines",11.51893,122.45805,Smart,199472,6618,199.47,6.62,24,24,8,8
"Banate, Iloilo, Philippines",11.06503,122.77459,Smart,74405,16208,74.41,16.21,33,24,6,8
"Orani, Bataan, Philippines",14.80086,120.53616,DITO,28839,5390,28.84,5.39,29,24,10,13
"Cardona, Rizal, Philippines",14.48493,121.232,Smart,20937,3020,20.94,3.02,17,24,9,14
"Kabacan, Cotabato, Philippines",7.10719,124.84034,DITO,13161,11138,13.16,11.14,38,24,4,6
"Panukulan, Quezon, Philippines",14.99163,121.87903,Globe,17418,4989,17.42,4.99,29,24,2,2
"Mandaon, Masbate, Philippines",12.26921,123.32617,Globe,13451,8352,13.45,8.35,39,24,3,4
"San Francisco, Southern Leyte, Philippines",10.07904,125.15988,Smart,24443,19313,24.44,19.31,20,24,4,6
"City of Tandag, Surigao del Sur, Philippines",9.08041,126.0676,DITO,40053,6107,40.05,6.11,40,24,12,14
"San Vicente, Camarines Norte, Philippines",14.07278,122.86485,Smart,42940,3508,42.94,3.51,23,24,6,9
"Balatan, Camarines Sur, Philippines",13.34908,123.24756,Globe,7970,3174,7.97,3.17,25,24,7,8
"Inabanga, Bohol, Philippines",10.01418,124.09755,DITO,15865,1831,15.87,1.83,37,24,9,10
"Padre Burgos, Southern Leyte, Philippines",10.07868,125.00577,DITO,14214,2339,14.21,2.34,34,24,9,10
"Bongabon, Nueva Ecija, Philippines",15.67193,121.23974,DITO,32316,13615,32.32,13.62,24,24,10,15
"General Emilio Aguinaldo, Cavite, Philippines",14.19312,120.79246,Smart,43633,11337,43.63,11.34,25,24,8,13
"Balasan, Iloilo, Philippines",11.45927,123.09015,Smart,347563,12763,347.56,12.76,23,24,8,10
"Padada, Davao del Sur, Philippines",6.6593,125.33565,DITO,46515,12148,46.52,12.15,31,24,2,2
"Guinsiliban, Camiguin, Philippines",9.12015,124.78513,Globe,82096,17395,82.10,17.40,26,24,4,4
"Licab, Nueva Ecija, Philippines",15.54706,120.76948,DITO,44893,24458,44.89,24.46,37,24,3,5
"Alamada, Cotabato, Philippines",7.47945,124.55284,Smart,62192,15510,62.19,15.51,32,24,6,7
"Loboc, Bohol, Philippines",9.64737,124.04187,DITO,31137,4211,31.14,4.21,33,24,4,6
"Candijay, Bohol, Philippines",9.8258,124.48636,Smart,376792,53413,376.79,53.41,18,24,5,8
"Lupi, Camarines Sur, Philippines",13.78895,122.90853,Smart,150910,6240,150.91,6.24,22,24,4,8
"San Mariano, Isabela, Philippines",16.87828,122.12918,Smart,16507,2014,16.51,2.01,27,24,8,14
"Santa Ignacia, Tarlac, Philippines",15.61667,120.43556,Globe,14149,667,14.15,0.67,21,24,8,14
"Hamtic, Antique, Philippines",10.65189,122.01555,Smart,90778,9946,90.78,9.95,14,24,10,16
"Angadanan, Isabela, Philippines",16.7913,121.78792,DITO,8375,1620,8.38,1.62,33,24,6,8
"Urbiztondo, Pangasinan, Philippines",15.82012,120.35508,Smart,52806,3519,52.81,3.52,31,24,4,7
"Bombon, Camarines Sur, Philippines",13.68199,123.20823,DITO,21257,7711,21.26,7.71,36,24,2,4
"Claveria, Cagayan, Philippines",18.56565,121.09083,Globe,48617,20763,48.62,20.76,26,23,6,11
"Moises Padilla, Negros Occidental, Philippines",10.26269,123.11266,Smart,23803,2893,23.80,2.89,25,23,6,7
"San Marcelino, Zambales, Philippines",15.02605,120.27435,Globe,12017,2444,12.02,2.44,29,23,8,12
"Pontevedra, Capiz, Philippines",11.4285,122.86485,DITO,56400,12287,56.40,12.29,34,23,6,8
"Santo Domingo, Nueva Ecija, Philippines",15.61284,120.88434,DITO,23176,7374,23.18,7.37,21,23,9,17
"Lian, Batangas, Philippines",14.00589,120.6545,DITO,34133,6351,34.13,6.35,23,23,8,15
"Sigma, Capiz, Philippines",11.4398,122.69555,Globe,12380,6799,12.38,6.80,43,23,5,7
"San Jose, Tarlac, Philippines",15.42002,120.29742,Smart,11737,2537,11.74,2.54,19,23,7,12
"Dapa, Surigao del Norte, Philippines",9.78925,126.0676,Smart,24157,4629,24.16,4.63,28,23,5,12
"Rizal, Laguna, Philippines",14.08408,121.41133,Globe,46917,15758,46.92,15.76,24,23,5,8
"Bato, Catanduanes, Philippines",13.60687,124.31993,Globe,30519,5262,30.52,5.26,40,23,4,7
"Taft, Eastern Samar, Philippines",11.87235,125.32468,Globe,21941,11688,21.94,11.69,46,23,4,4
"Mainit, Surigao del Norte, Philippines",9.55663,125.5001,Smart,19440,3122,19.44,3.12,25,23,8,9
"Agoo, La Union, Philippines",16.3247,120.35508,DITO,15388,3293,15.39,3.29,24,23,9,13
"Talakag, Bukidnon, Philippines",8.05293,124.72988,Smart,31364,10012,31.36,10.01,19,23,10,13
"Dauin, Negros Oriental, Philippines",9.20373,123.19137,Smart,41954,4528,41.95,4.53,23,23,7,13
"Bauko, Mountain Province, Philippines",16.98809,120.87286,Smart,20253,1592,20.25,1.59,40,23,5,7
"Kiamba, Sarangani, Philippines",6.00076,124.70777,Globe,14270,7167,14.27,7.17,28,23,8,12
"Casiguran, Sorsogon, Philippines",12.843,124.04187,Globe,22716,8194,22.72,8.19,34,23,7,9
"San Mateo, Isabela, Philippines",16.87673,121.59408,Smart,10605,3585,10.61,3.59,37,23,4,11
"Pasuquin, Ilocos Norte, Philippines",18.33859,120.643,Globe,63985,10246,63.99,10.25,23,23,6,8
"Poro, Cebu, Philippines",10.66646,124.43092,Smart,11395,1154,11.40,1.15,18,23,3,4
"Palanas, Masbate, Philippines",12.11021,123.90809,Smart,13741,7395,13.74,7.40,38,23,5,7
"Carmen, Cotabato, Philippines",7.38261,124.81826,Smart,47053,6201,47.05,6.20,32,23,10,14
"Mamburao, Occidental Mindoro, Philippines",13.27653,120.643,DITO,21251,1721,21.25,1.72,25,23,7,10
"Cabangan, Zambales, Philippines",15.17178,120.13583,Globe,25558,7760,25.56,7.76,27,23,8,12
"Aguilar, Pangasinan, Philippines",15.84134,120.21665,Smart,51194,6801,51.19,6.80,19,23,5,8
"Sagay, Camiguin, Philippines",9.13025,124.7354,Globe,66078,6322,66.08,6.32,30,23,3,3
"Kapalong, Davao del Norte, Philippines",7.82951,125.522,Globe,19791,6629,19.79,6.63,31,23,8,12
"City of Guihulngan, Negros Oriental, Philippines",10.18323,123.21385,Smart,41652,3991,41.65,3.99,30,23,8,14
"Del Gallego, Camarines Sur, Philippines",13.92587,122.69555,Smart,29899,4136,29.90,4.14,23,23,10,15
"Mabitac, Laguna, Philippines",14.43383,121.41133,DITO,36313,8096,36.31,8.10,26,23,1,2
"Tudela, Cebu, Philippines",10.66092,124.47527,Globe,15715,11363,15.72,11.36,44,23,6,7
"Taysan, Batangas, Philippines",13.76108,121.2283,Globe,11166,752,11.17,0.75,19,23,7,14
