Location Name,Latitude,Longitude,Provider,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps,Minimum Latency,Test Count,Sample Count,Device Count
"Carmen, Cebu, Philippines",10.58876,123.96385,Smart,41628,3516,41.63,3.52,18,105,25,40
"Santa Ana, Pampanga, Philippines",15.09442,120.76623,Smart,13547,2261,13.55,2.26,23,105,13,28
"Cabatuan, Iloilo, Philippines",10.87914,122.48206,Smart,132093,22156,132.09,22.16,15,104,25,37
"City of Borongan, Eastern Samar, Philippines",11.61739,125.34663,Globe,19888,3447,19.89,3.45,49,104,28,42
"Barotac Nuevo, Iloilo, Philippines",10.89705,122.69526,Globe,12214,9265,12.21,9.27,49,104,19,25
"Camaligan, Camarines Sur, Philippines",13.62825,123.16327,Smart,33381,5659,33.38,5.66,21,104,20,24
"Pozorrubio, Pangasinan, Philippines",16.11642,120.54316,Smart,49731,4622,49.73,4.62,20,103,33,49
"San Rafael, Bulacan, Philippines",15.00184,120.93141,Globe,32474,6804,32.47,6.80,23,103,34,59
"Talisay, Negros Occidental, Philippines",10.74828,122.98012,DITO,18647,3527,18.65,3.53,39,103,29,40
"Pinamungahan, Cebu, Philippines",10.26958,123.63996,Globe,16047,4980,16.05,4.98,43,103,24,30
"Santa Barbara, Pangasinan, Philippines",15.9774,120.42424,Smart,75713,2973,75.71,2.97,19,102,42,51
"Tayug, Pangasinan, Philippines",16.01085,120.74649,Globe,34402,4452,34.40,4.45,21,102,29,35
"Capas, Tarlac, Philippines",15.34633,120.59344,Globe,28881,6997,28.88,7.00,18,102,54,72
"Candaba, Pampanga, Philippines",15.09289,120.8277,Globe,43217,8301,43.22,8.30,23,102,38,53
"Leyte, Philippines",11.32728,124.48636,Smart,58776,7919,58.78,7.92,24,102,5,6
"Quezon, Nueva Vizcaya, Philippines",16.45779,121.28552,DITO,27180,2787,27.18,2.79,30,102,10,10
"Villaverde, Nueva Vizcaya, Philippines",16.60616,121.14813,Globe,26489,3128,26.49,3.13,24,102,11,15
"Candon City, Ilocos Sur, Philippines",17.19612,120.44729,Globe,28512,5668,28.51,5.67,25,102,22,33
"Pateros, Metro Manila, Philippines",14.54838,121.07077,Smart,70951,9649,70.95,9.65,16,101,38,56
"Sogod, Cebu, Philippines",10.77419,123.9527,Smart,77042,13744,77.04,13.74,21,101,14,23
"Los Baños, Laguna, Philippines",14.17731,121.22161,DITO,20131,3214,20.13,3.21,24,101,33,46
"Bay, Laguna, Philippines",14.14064,121.26836,Globe,26285,5069,26.29,5.07,20,100,31,49
"Santa Barbara, Iloilo, Philippines",10.82707,122.53265,Globe,12322,5532,12.32,5.53,45,100,34,47
"San Fabian, Pangasinan, Philippines",16.14188,120.44729,Globe,11546,2867,11.55,2.87,25,100,17,25
"Barotac Nuevo, Iloilo, Philippines",10.89705,122.69526,DITO,32477,3398,32.48,3.40,38,100,17,24
"City of Guihulngan, Negros Oriental, Philippines",10.18323,123.21385,Globe,16456,5984,16.46,5.98,47,99,20,31
"Bais City, Negros Oriental, Philippines",9.56801,123.01136,Globe,15082,8181,15.08,8.18,38,99,11,16
"Makilala, Cotabato, Philippines",6.92343,125.08286,Globe,19780,1859,19.78,1.86,33,99,7,14
"Dumanjug, Cebu, Philippines",10.02819,123.47198,Smart,31362,5464,31.36,5.46,20,99,19,31
"Bangued, Abra, Philippines",17.58818,120.63149,Globe,35977,7749,35.98,7.75,25,99,23,32
"Dalaguete, Cebu, Philippines",9.78366,123.5056,Smart,39497,4982,39.50,4.98,19,99,35,44
"Bagabag, Nueva Vizcaya, Philippines",16.58337,121.28552,Smart,33458,3558,33.46,3.56,24,99,14,18
"Cabarroguis, Quirino, Philippines",16.41991,121.51416,Globe,27299,7950,27.30,7.95,28,99,27,36
"Cuyapo, Nueva Ecija, Philippines",15.79995,120.68901,Smart,29708,7877,29.71,7.88,25,99,24,34
"La Castellana, Negros Occidental, Philippines",10.33198,123.10141,Smart,34924,4189,34.92,4.19,24,98,18,28
"Camalig, Albay, Philippines",13.14101,123.63996,Globe,19179,5599,19.18,5.60,34,98,25,40
"Canaman, Camarines Sur, Philippines",13.64758,123.13515,DITO,40917,13775,40.92,13.78,31,98,5,8
"Talisay, Camarines Norte, Philippines",14.1394,122.92686,Globe,27611,4443,27.61,4.44,25,98,15,18
"Rosales, Pangasinan, Philippines",15.86126,120.63149,Globe,46208,7858,46.21,7.86,18,98,29,42
"Santiago, Isabela, Philippines",16.69679,121.55865,DITO,21102,5122,21.10,5.12,26,98,18,26
"San Juan, Batangas, Philippines",13.75044,121.37703,Globe,39543,7263,39.54,7.26,21,97,38,54
"Ilagan City, Isabela, Philippines",17.12845,122.12918,Smart,26368,7597,26.37,7.60,24,97,31,47
"Bacong, Negros Oriental, Philippines",9.24338,123.27003,Globe,9686,2375,9.69,2.38,47,97,19,28
"Bayombong, Nueva Vizcaya, Philippines",16.48042,121.14813,DITO,20167,3835,20.17,3.84,28,97,19,25
"Cavite, Philippines",14.48151,120.90833,Globe,31081,5478,31.08,5.48,19,97,29,47
"Cauayan, Negros Occidental, Philippines",9.92601,122.5599,DITO,26060,5792,26.06,5.79,35,97,13,19
"Guimba, Nueva Ecija, Philippines",15.65641,120.76767,Globe,21067,4631,21.07,4.63,20,96,33,56
"Lagonoy, Camarines Sur, Philippines",13.86688,123.48319,Smart,191719,9488,191.72,9.49,19,96,12,23
"San Francisco, Cebu, Philippines",10.64719,124.35324,Smart,40172,5027,40.17,5.03,20,96,21,31
"Urbiztondo, Pangasinan, Philippines",15.82012,120.35508,DITO,29948,6388,29.95,6.39,31,95,5,6
"Lingayen, Pangasinan, Philippines",16.00973,120.22449,DITO,21010,6773,21.01,6.77,26,95,23,35
"Tanjay City, Negros Oriental, Philippines",9.49579,122.9663,Smart,19721,13610,19.72,13.61,23,95,15,21
"Capas, Tarlac, Philippines",15.34633,120.59344,DITO,24638,3713,24.64,3.71,27,95,29,44
"Koronadal, South Cotabato, Philippines",6.50044,124.84333,DITO,19618,4497,19.62,4.50,38,95,40,51
"Baao, Camarines Sur, Philippines",13.49319,123.35984,Smart,20897,5765,20.90,5.77,21,94,24,34
"Tiwi, Albay, Philippines",13.4612,123.63996,Globe,24232,3212,24.23,3.21,34,94,16,23
"Santa Cruz, Laguna, Philippines",14.26911,121.41133,DITO,27317,3308,27.32,3.31,26,94,19,26
"Ligao City, Albay, Philippines",13.17242,123.4944,DITO,17202,1636,17.20,1.64,35,94,21,28
"Vigan City, Ilocos Sur, Philippines",17.56485,120.38781,DITO,30607,7671,30.61,7.67,30,94,23,35
"Dumalinao, Zamboanga del Sur, Philippines",7.78792,123.37106,Globe,61836,29812,61.84,29.81,23,94,4,5
"Macrohon, Southern Leyte, Philippines",10.084,124.96169,Smart,39115,5628,39.12,5.63,19,94,15,18
"Nabunturan, Davao de Oro, Philippines",7.54501,126.02409,Smart,95443,20702,95.44,20.70,24,93,19,32
"Esperanza, Agusan del Sur, Philippines",8.6396,125.522,Globe,15343,11630,15.34,11.63,36,93,3,8
"Tuao, Cagayan, Philippines",17.67718,121.51416,Globe,34395,5108,34.40,5.11,26,93,13,18
"Canlaon City, Negros Oriental, Philippines",10.36048,123.19137,Smart,18981,7948,18.98,7.95,24,93,14,21
"Sariaya, Quezon, Philippines",13.96301,121.52388,Globe,26022,8469,26.02,8.47,25,93,28,47
"Tuba, Benguet, Philippines",16.39277,120.56034,Globe,21611,7541,21.61,7.54,20,93,25,37
"Rosario, La Union, Philippines",16.23014,120.48702,Smart,62127,3358,62.13,3.36,17,93,31,40
"Datu Odin Sinsuat (Dinaig), Maguindanao, Philippines",7.08286,124.26439,Globe,19933,7604,19.93,7.60,34,93,23,30
"Magsingal, Ilocos Sur, Philippines",17.6831,120.44729,Globe,14812,6307,14.81,6.31,27,92,7,12
"Calatrava, Negros Occidental, Philippines",10.62843,123.39349,Smart,17092,3511,17.09,3.51,22,92,14,18
"Rosario, Batangas, Philippines",13.80433,121.28552,Smart,35791,5414,35.79,5.41,23,92,25,49
"Botolan, Zambales, Philippines",15.26625,120.20511,Globe,33845,5293,33.85,5.29,19,92,15,26
"Morong, Rizal, Philippines",14.51286,121.23855,Smart,99158,23185,99.16,23.19,15,92,13,25
"Candon City, Ilocos Sur, Philippines",17.19612,120.44729,Smart,48021,4541,48.02,4.54,23,92,26,37
"Balamban, Cebu, Philippines",10.48585,123.77412,Smart,45774,13139,45.77,13.14,19,91,31,40
"Balayan, Batangas, Philippines",13.94995,120.72973,Smart,29375,2750,29.38,2.75,24,91,21,33
"Indang, Cavite, Philippines",14.19204,120.87286,DITO,13252,1938,13.25,1.94,30,91,8,14
"Pandi, Bulacan, Philippines",14.87572,120.95941,Smart,35980,3754,35.98,3.75,18,91,35,48
"Laoag City, Ilocos Norte, Philippines",18.21075,120.58547,DITO,33715,4153,33.72,4.15,28,91,30,45
"Hindang, Leyte, Philippines",10.44667,124.80722,Smart,45383,11655,45.38,11.66,21,91,12,14
"Oton, Iloilo, Philippines",10.69251,122.47868,DITO,16800,3452,16.80,3.45,34,91,20,30
"Bais City, Negros Oriental, Philippines",9.56801,123.01136,DITO,29558,3594,29.56,3.59,45,91,8,11
"Magalang, Pampanga, Philippines",15.21394,120.66181,DITO,29777,7553,29.78,7.55,24,91,25,37
"Manolo Fortich, Bukidnon, Philippines",8.39002,124.88449,Smart,14721,3643,14.72,3.64,18,91,24,37
"Agoo, La Union, Philippines",16.3247,120.35508,Smart,27053,1732,27.05,1.73,20,91,23,32
"Concepcion, Tarlac, Philippines",15.324,120.65596,DITO,43121,10296,43.12,10.30,27,91,24,37
"San Antonio, Zambales, Philippines",14.92751,120.08963,Smart,66187,4606,66.19,4.61,22,90,21,38
"Moncada, Tarlac, Philippines",15.73756,120.55094,DITO,46164,5902,46.16,5.90,27,90,4,6
"Balingasag, Misamis Oriental, Philippines",8.72993,124.84034,Globe,11761,3049,11.76,3.05,27,90,13,22
"Dauis, Bohol, Philippines",9.60401,123.82996,Smart,42548,14442,42.55,14.44,22,90,27,43
"Malita, Davao Occidental, Philippines",6.41184,125.61321,Globe,19861,6995,19.86,7.00,34,90,17,24
"Malvar, Batangas, Philippines",14.04329,121.15875,DITO,30558,5491,30.56,5.49,21,90,19,29
"Tanjay City, Negros Oriental, Philippines",9.49579,122.9663,Globe,29239,8127,29.24,8.13,49,90,15,21
"Guimba, Nueva Ecija, Philippines",15.65641,120.76767,DITO,30169,7149,30.17,7.15,26,90,17,21
"Baao, Camarines Sur, Philippines",13.49319,123.35984,Globe,19414,2415,19.41,2.42,28,90,25,34
"Diffun, Quirino, Philippines",16.55288,121.46847,Globe,26772,5542,26.77,5.54,28,89,22,30
"Bacnotan, La Union, Philippines",16.73397,120.36661,Globe,31929,5339,31.93,5.34,25,89,34,47
"San Jose, Camarines Sur, Philippines",13.68724,123.53921,Globe,14808,2164,14.81,2.16,30,89,13,21
"San Miguel, Bulacan, Philippines",15.14158,120.9751,Globe,30154,6684,30.15,6.68,23,89,33,54
"Kalilangan, Bukidnon, Philippines",7.8149,124.70777,Smart,36231,9789,36.23,9.79,24,89,15,19
"Daanbantayan, Cebu, Philippines",11.22134,124.03072,Globe,13196,6519,13.20,6.52,41,88,23,30
"Sinait, Ilocos Sur, Philippines",17.85347,120.50488,Globe,30552,9355,30.55,9.36,23,88,7,10
"Pontevedra, Negros Occidental, Philippines",10.35266,122.92123,Smart,184503,21785,184.50,21.79,17,87,14,22
"Orion, Bataan, Philippines",14.61604,120.56431,Globe,42720,6475,42.72,6.48,22,87,23,33
"Catubig, Northern Samar, Philippines",12.41734,125.06084,Globe,5661,7098,5.66,7.10,44,87,8,13
"Tanauan, Leyte, Philippines",11.07765,124.98373,Smart,42027,7395,42.03,7.40,19,87,18,26
"Coron, Palawan, Philippines",12.0673,120.18202,Smart,112506,16672,112.51,16.67,48,87,28,37
"Carmen, Cebu, Philippines",10.58876,123.96385,Globe,15598,4456,15.60,4.46,36,87,20,32
"Narra, Palawan, Philippines",9.229,118.33047,Globe,17052,6237,17.05,6.24,52,86,29,32
"Echague, Isabela, Philippines",16.66606,121.78792,Smart,31906,4166,31.91,4.17,28,86,20,30
"Catmon, Cebu, Philippines",10.65242,123.9973,Smart,26697,7203,26.70,7.20,19,86,15,24
"San Remigio, Cebu, Philippines",10.9601,123.94155,Globe,21123,5500,21.12,5.50,33,86,15,27
"San Manuel, Pangasinan, Philippines",16.10561,120.67751,Smart,148298,9455,148.30,9.46,12,86,9,15
"Aritao, Nueva Vizcaya, Philippines",16.2515,121.01057,Globe,21344,4896,21.34,4.90,27,86,13,21
"Bolinao, Pangasinan, Philippines",16.30742,119.85838,Smart,47943,2972,47.94,2.97,21,85,24,35
"Jose Panganiban, Camarines Norte, Philippines",14.25107,122.69555,Smart,17110,2211,17.11,2.21,24,85,15,23
"Bauan, Batangas, Philippines",13.79627,120.97616,Globe,35561,7783,35.56,7.78,23,85,25,40
"Carcar, Cebu, Philippines",10.10478,123.64147,DITO,19631,5074,19.63,5.07,37,85,24,32
"Sipocot, Camarines Sur, Philippines",13.83785,123.01136,Smart,26488,3557,26.49,3.56,21,85,20,34
"Castillejos, Zambales, Philippines",14.94382,120.19357,Globe,29015,6421,29.02,6.42,24,84,26,34
"Pio Duran, Albay, Philippines",13.0473,123.46077,Smart,53635,2524,53.64,2.52,23,84,13,18
"Binalbagan, Negros Occidental, Philippines",10.10918,123.01136,Globe,13547,3385,13.55,3.39,42,84,25,28
"Bagabag, Nueva Vizcaya, Philippines",16.58337,121.28552,Globe,22791,3317,22.79,3.32,24,84,17,23
"Banaybanay, Davao Oriental, Philippines",7.07628,126.02409,Globe,38483,23685,38.48,23.69,40,84,4,4
"Santa Cruz, Occidental Mindoro, Philippines",13.10577,120.84989,Globe,25087,6639,25.09,6.64,23,84,9,11
"Camiling, Tarlac, Philippines",15.67495,120.41272,Globe,38443,7215,38.44,7.22,21,84,30,36
"San Antonio, Nueva Ecija, Philippines",15.31921,120.82692,Globe,35496,7691,35.50,7.69,19,84,24,29
"Alicia, Isabela, Philippines",16.80691,121.69674,Smart,48044,11944,48.04,11.94,26,84,24,41
"Binalbagan, Negros Occidental, Philippines",10.10918,123.01136,Smart,31840,6705,31.84,6.71,21,84,30,41
"Silay, Negros Occidental, Philippines",10.79968,122.97605,DITO,17296,2222,17.30,2.22,42,84,27,43
"Santa Barbara, Pangasinan, Philippines",15.9774,120.42424,Globe,17693,2798,17.69,2.80,21,83,27,42
"Pandan, Antique, Philippines",11.75185,122.10647,Globe,25761,6081,25.76,6.08,51,83,3,4
"Lagonoy, Camarines Sur, Philippines",13.86688,123.48319,Globe,22652,2783,22.65,2.78,25,83,18,23
"Malvar, Batangas, Philippines",14.04329,121.15875,Smart,27185,2460,27.19,2.46,22,83,31,48
"Naval, Biliran, Philippines",11.56681,124.44201,Smart,39567,3027,39.57,3.03,23,83,17,24
"Aroroy, Masbate, Philippines",12.38843,123.32617,Smart,19023,6342,19.02,6.34,39,83,14,19
"Sison, Pangasinan, Philippines",16.14981,120.59698,Globe,22138,4154,22.14,4.15,33,83,16,22
"Opol, Misamis Oriental, Philippines",8.52263,124.57239,Globe,28295,7371,28.30,7.37,28,83,29,35
"Saguiaran, Lanao del Sur, Philippines",8.01689,124.23104,Smart,42322,5802,42.32,5.80,24,83,4,8
"Abucay, Bataan, Philippines",14.73361,120.49336,Globe,32216,5840,32.22,5.84,24,82,31,42
"Moncada, Tarlac, Philippines",15.73756,120.55094,Smart,25872,5735,25.87,5.74,19,82,10,17
"Quezon, Isabela, Philippines",17.31045,121.60523,Globe,41142,19751,41.14,19.75,25,82,5,6
"Samal, Bataan, Philippines",14.77188,120.51639,Smart,21210,1677,21.21,1.68,26,82,23,33
"Mangaldan, Pangasinan, Philippines",16.06513,120.40474,DITO,20333,3706,20.33,3.71,29,82,19,34
"Bacong, Negros Oriental, Philippines",9.24338,123.27003,Smart,6534,2894,6.53,2.89,27,82,15,23
"Valencia, Negros Oriental, Philippines",9.28494,123.1464,Globe,8238,1639,8.24,1.64,47,82,23,30
"Ragay, Camarines Sur, Philippines",13.83123,122.78588,Smart,19245,1949,19.25,1.95,22,82,16,23
"Calaca, Batangas, Philippines",13.93129,120.80724,Globe,27282,6558,27.28,6.56,22,82,19,35
"Rosario, Batangas, Philippines",13.80433,121.28552,Globe,22161,6402,22.16,6.40,19,82,26,35
"Lambunao, Iloilo, Philippines",11.12265,122.37876,Smart,22316,3327,22.32,3.33,17,82,8,42
"Aleosan, Cotabato, Philippines",7.18894,124.63034,Globe,31482,20974,31.48,20.97,36,82,4,5
"Bantay, Ilocos Sur, Philippines",17.59832,120.44729,Globe,25291,3422,25.29,3.42,24,81,21,33
"Pateros, Metro Manila, Philippines",14.54838,121.07077,DITO,81743,6422,81.74,6.42,19,81,26,35
"Bugallon, Pangasinan, Philippines",15.92022,120.18202,Globe,28532,5492,28.53,5.49,18,81,20,28
"Madridejos, Cebu, Philippines",11.25859,123.7406,Smart,59425,4761,59.43,4.76,28,81,15,17
"Lamut, Ifugao, Philippines",16.68241,121.19395,Globe,14384,5313,14.38,5.31,29,81,18,21
"San Juan, Batangas, Philippines",13.75044,121.37703,DITO,18182,2671,18.18,2.67,25,81,20,28
"Cavite, Philippines",14.48151,120.90833,Smart,27691,4872,27.69,4.87,21,80,21,40
"Maco, Davao de Oro, Philippines",7.40845,125.937,Smart,33148,5724,33.15,5.72,24,80,15,18
"Tanjay City, Negros Oriental, Philippines",9.49579,122.9663,DITO,44474,2792,44.47,2.79,32,80,8,13
"Compostela, Cebu, Philippines",10.45408,124.013,DITO,26255,3986,26.26,3.99,34,80,15,21
"Maddela, Quirino, Philippines",16.33255,121.78792,Smart,34823,3328,34.82,3.33,26,80,15,27
"San Ildefonso, Bulacan, Philippines",15.07717,120.94171,Globe,37420,7000,37.42,7.00,22,80,27,54
"Asturias, Cebu, Philippines",10.60209,123.77412,Globe,11950,2725,11.95,2.73,46,80,15,23
"Santa Maria, Pangasinan, Philippines",15.95523,120.7005,Globe,12934,2930,12.93,2.93,17,80,6,10
"Hinunangan, Southern Leyte, Philippines",10.39458,125.14888,Globe,13858,3225,13.86,3.23,48,80,22,29
"Pambujan, Northern Samar, Philippines",12.46458,124.93964,Smart,42960,4084,42.96,4.08,27,80,8,13
"Bataraza, Palawan, Philippines",8.5878,117.43215,Globe,20263,8240,20.26,8.24,56,79,15,22
"San Mariano, Isabela, Philippines",16.87828,122.12918,Globe,35977,6825,35.98,6.83,30,79,9,12
"San Andres, Catanduanes, Philippines",13.6332,124.08641,Globe,35784,8229,35.78,8.23,34,79,14,21
"Santa Rosa, Nueva Ecija, Philippines",15.42502,120.93838,Smart,35461,6384,35.46,6.38,26,79,24,34
"Valencia City, Bukidnon, Philippines",7.86319,125.17087,DITO,24887,5875,24.89,5.88,40,79,19,28
"City of Batac, Ilocos Norte, Philippines",18.04961,120.59698,Smart,83400,5777,83.40,5.78,20,79,22,33
"Candelaria, Quezon, Philippines",13.94899,121.42276,Globe,30356,7750,30.36,7.75,23,79,30,41
"Bago, Negros Occidental, Philippines",10.53757,122.83609,DITO,28109,2497,28.11,2.50,38,79,20,28
"Polomolok, South Cotabato, Philippines",6.22451,125.06084,DITO,10448,2495,10.45,2.50,49,79,22,32
"Malitbog, Southern Leyte, Philippines",10.17925,124.96169,Smart,32692,23373,32.69,23.37,18,79,7,7
"Lemery, Batangas, Philippines",13.95318,120.88434,Globe,32793,9283,32.79,9.28,21,79,30,41
"General Mariano Alvarez, Cavite, Philippines",14.29525,121.0071,DITO,24045,1487,24.05,1.49,28,78,27,38
"Maramag, Bukidnon, Philippines",7.82687,124.97271,Smart,42097,8567,42.10,8.57,22,78,19,30
"Bamban, Tarlac, Philippines",15.2885,120.57044,Smart,37444,4975,37.44,4.98,19,78,28,43
"Isabel, Leyte, Philippines",10.93408,124.4531,Smart,60554,6849,60.55,6.85,20,78,17,26
"Gingoog City, Misamis Oriental, Philippines",8.81446,125.10406,Smart,37265,7100,37.27,7.10,20,78,16,26
"Tigbauan, Iloilo, Philippines",10.6746,122.37648,Smart,215966,12894,215.97,12.89,16,78,15,21
"Tuburan, Cebu, Philippines",10.66879,123.86345,Smart,29980,8612,29.98,8.61,18,77,23,34
"Argao, Cebu, Philippines",9.88114,123.60535,Globe,16300,9457,16.30,9.46,39,77,22,33
"Hagonoy, Davao del Sur, Philippines",6.69701,125.3137,Smart,46121,3076,46.12,3.08,29,77,9,11
"Samal, Davao del Norte, Philippines",7.08352,125.70578,DITO,16106,3310,16.11,3.31,38,77,22,29
"Abuyog, Leyte, Philippines",10.67348,125.06084,Smart,44063,5271,44.06,5.27,20,77,17,21
"Sitangkai, Tawi-Tawi, Philippines",4.74376,119.40052,Smart,57558,14001,57.56,14.00,59,77,2,2
"Lian, Batangas, Philippines",14.00589,120.6545,Globe,18881,3744,18.88,3.74,23,77,19,31
"Mamburao, Occidental Mindoro, Philippines",13.27653,120.643,Globe,17323,6345,17.32,6.35,24,77,19,30
"Manolo Fortich, Bukidnon, Philippines",8.39002,124.88449,DITO,10330,9995,10.33,10.00,45,77,11,17
"Talibon, Bohol, Philippines",10.11933,124.26439,Smart,41811,11776,41.81,11.78,22,77,15,24
"Plaridel, Bulacan, Philippines",14.88591,120.85932,DITO,21220,4408,21.22,4.41,27,77,22,38
"Lal-lo, Cagayan, Philippines",18.15767,121.87903,Globe,23908,4246,23.91,4.25,24,77,8,13
"Lagawe, Ifugao, Philippines",16.80825,121.19395,Smart,18148,1405,18.15,1.41,36,77,16,19
"Cadiz City, Negros Occidental, Philippines",10.86192,123.23632,DITO,14664,3244,14.66,3.24,39,76,19,29
"San Luis, Pampanga, Philippines",15.03986,120.81544,Smart,34500,3991,34.50,3.99,21,76,20,27
"Alaminos City, Pangasinan, Philippines",16.15053,119.98562,DITO,37703,6606,37.70,6.61,26,76,15,21
"Lumbayanague, Lanao del Sur, Philippines",7.7748,124.29216,Globe,3149,2163,3.15,2.16,37,76,1,2
"Lala, Lanao del Norte, Philippines",7.9486,123.76295,DITO,25790,5585,25.79,5.59,34,76,3,5
"Dulag, Leyte, Philippines",10.95915,125.00577,Globe,15862,5878,15.86,5.88,47,76,14,21
"Basud, Camarines Norte, Philippines",14.00663,122.9663,Smart,56789,3344,56.79,3.34,19,76,14,18
"Moncada, Tarlac, Philippines",15.73756,120.55094,Globe,47635,4622,47.64,4.62,20,75,10,15
"Pulilan, Bulacan, Philippines",14.90243,120.8459,DITO,65044,18720,65.04,18.72,23,75,20,32
"Tagoloan, Misamis Oriental, Philippines",8.51877,124.80722,Smart,81342,5643,81.34,5.64,15,75,20,31
"Tinambac, Camarines Sur, Philippines",13.90428,123.37106,Smart,9382,3396,9.38,3.40,24,75,14,21
"Sibulan, Negros Oriental, Philippines",9.35972,123.28476,DITO,24424,1421,24.42,1.42,30,75,16,21
"San Jose, Batangas, Philippines",13.87868,121.09942,Smart,18870,2592,18.87,2.59,24,75,19,35
"Baras, Rizal, Philippines",14.53656,121.27408,Smart,55625,7800,55.63,7.80,14,75,23,36
"Santa Rosa, Nueva Ecija, Philippines",15.42502,120.93838,Globe,30944,7670,30.94,7.67,20,75,28,44
"Bongabon, Nueva Ecija, Philippines",15.67193,121.23974,Globe,23811,8888,23.81,8.89,19,75,14,20
"Libon, Albay, Philippines",13.26065,123.37106,Smart,94685,11886,94.69,11.89,19,75,16,23
"Quezon, Bukidnon, Philippines",7.71645,125.17087,Smart,23016,5931,23.02,5.93,26,74,20,30
"Calatagan, Batangas, Philippines",13.88203,120.6545,Smart,37791,2468,37.79,2.47,25,74,22,41
"Laurel, Batangas, Philippines",14.05302,120.9073,Smart,28501,2961,28.50,2.96,25,74,31,43
"Hagonoy, Bulacan, Philippines",14.83564,120.73371,Smart,62338,4090,62.34,4.09,17,74,25,33
"Datu Odin Sinsuat (Dinaig), Maguindanao, Philippines",7.08286,124.26439,Smart,20318,8238,20.32,8.24,28,74,13,18
"Barotac Nuevo, Iloilo, Philippines",10.89705,122.69526,Smart,34583,12483,34.58,12.48,29,73,19,26
"Gumaca, Quezon, Philippines",13.89105,122.10647,Smart,78062,3586,78.06,3.59,16,73,28,39
"Bayawan City, Negros Oriental, Philippines",9.53644,122.7633,Smart,57347,8034,57.35,8.03,25,73,19,22
"Rosario, Batangas, Philippines",13.80433,121.28552,DITO,24901,2465,24.90,2.47,26,73,22,29
"Bantay, Ilocos Sur, Philippines",17.59832,120.44729,Smart,34798,5037,34.80,5.04,22,73,23,36
"San Francisco, Agusan del Sur, Philippines",8.44573,125.95878,Smart,17103,4611,17.10,4.61,25,73,22,31
"Bacolor, Pampanga, Philippines",14.99692,120.65235,DITO,26912,3611,26.91,3.61,24,73,20,33
"Tubao, La Union, Philippines",16.35586,120.42424,Smart,28198,4761,28.20,4.76,18,73,10,13
"Camalig, Albay, Philippines",13.14101,123.63996,Smart,101738,7951,101.74,7.95,20,73,23,35
"Maluso, Basilan, Philippines",6.53796,121.89041,Globe,12288,4130,12.29,4.13,48,72,4,6
"San Fernando, Cebu, Philippines",10.16316,123.70738,Smart,71625,23974,71.63,23.97,16,72,24,31
"Dumangas, Iloilo, Philippines",10.82109,122.71167,Globe,12576,1302,12.58,1.30,52,72,21,31
"Calabanga, Camarines Sur, Philippines",13.71633,123.28126,Smart,127420,11865,127.42,11.87,17,72,22,28
"Cardona, Rizal, Philippines",14.48493,121.232,Globe,55637,12043,55.64,12.04,14,72,16,16
"Pinamalayan, Oriental Mindoro, Philippines",13.01533,121.37703,Smart,73348,6484,73.35,6.48,18,72,25,34
"Lemery, Batangas, Philippines",13.95318,120.88434,DITO,24362,1899,24.36,1.90,23,72,9,16
"San Quintin, Pangasinan, Philippines",15.9754,120.83841,Globe,16147,6668,16.15,6.67,20,72,10,11
"Muñoz, Nueva Ecija, Philippines",15.70664,120.9029,DITO,26427,7659,26.43,7.66,27,71,15,19
"Libmanan, Camarines Sur, Philippines",13.69376,123.05982,Globe,19005,6718,19.01,6.72,26,71,28,32
"Buhi, Camarines Sur, Philippines",13.40951,123.51681,Globe,9788,2735,9.79,2.74,31,71,9,12
"Tayug, Pangasinan, Philippines",16.01085,120.74649,DITO,31706,7252,31.71,7.25,28,71,10,16
"Pudtol, Apayao, Philippines",18.13932,121.28552,Globe,18151,2984,18.15,2.98,28,71,3,3
"Asingan, Pangasinan, Philippines",16.00318,120.67063,Globe,26685,4781,26.69,4.78,22,71,17,27
"Aparri, Cagayan, Philippines",18.33423,121.60549,Globe,21432,11636,21.43,11.64,28,71,18,27
"Mendez, Cavite, Philippines",14.12941,120.90511,Smart,45320,3571,45.32,3.57,26,71,25,41
"Pamplona, Camarines Sur, Philippines",13.59715,123.06765,Smart,36399,7541,36.40,7.54,21,71,14,21
"Maddela, Quirino, Philippines",16.33255,121.78792,Globe,20169,4601,20.17,4.60,34,71,18,29
"Magarao, Camarines Sur, Philippines",13.67027,123.15202,Smart,34633,2963,34.63,2.96,24,71,10,13
"Palompon, Leyte, Philippines",11.03374,124.43092,Smart,22538,6825,22.54,6.83,25,71,19,28
"City of Tandag, Surigao del Sur, Philippines",9.08041,126.0676,Smart,79765,7124,79.77,7.12,23,71,15,28
"Talisay, Batangas, Philippines",14.11598,121.04498,Smart,16739,5515,16.74,5.52,26,71,15,25
"Pilar, Sorsogon, Philippines",12.97477,123.6847,Globe,12801,3502,12.80,3.50,35,70,15,26
"Floridablanca, Pampanga, Philippines",14.9619,120.49471,DITO,34984,13582,34.98,13.58,25,70,15,24
"Pudtol, Apayao, Philippines",18.13932,121.28552,Smart,22353,3486,22.35,3.49,25,70,5,6
"Luna, Apayao, Philippines",18.29953,121.21685,Smart,48543,10431,48.54,10.43,21,70,4,6
